9.60e+01,0.00e+00,7.40e+00,7.40e+00,9.00e+00,1.20e+01
1.92e+02,5.14e-02,1.00e+01,9.92e+00,9.00e+00,1.20e+01
2.88e+02,2.53e+00,1.11e+01,1.09e+01,9.00e+00,1.40e+01
3.84e+02,6.12e+00,1.18e+01,1.18e+01,1.00e+01,1.50e+01
4.80e+02,7.79e+00,1.25e+01,1.25e+01,1.00e+01,1.70e+01
5.76e+02,8.21e+00,1.40e+01,1.40e+01,1.00e+01,1.80e+01
6.72e+02,1.03e+01,1.50e+01,1.47e+01,1.10e+01,2.00e+01
7.68e+02,9.22e+00,1.50e+01,1.50e+01,1.10e+01,1.90e+01
8.64e+02,9.65e+00,1.50e+01,1.50e+01,1.10e+01,1.90e+01
9.60e+02,8.49e+00,1.54e+01,1.54e+01,1.15e+01,2.20e+01
1.06e+03,9.45e+00,1.53e+01,1.54e+01,1.20e+01,2.30e+01
1.15e+03,9.05e+00,1.54e+01,1.54e+01,1.10e+01,2.00e+01
1.25e+03,7.00e+00,1.54e+01,1.54e+01,1.10e+01,2.00e+01
1.34e+03,8.09e+00,1.55e+01,1.55e+01,1.10e+01,1.95e+01
1.44e+03,8.96e+00,1.55e+01,1.55e+01,1.10e+01,2.00e+01
1.54e+03,8.65e+00,1.55e+01,1.55e+01,1.10e+01,1.90e+01
1.63e+03,9.67e+00,1.54e+01,1.55e+01,1.10e+01,1.90e+01
1.73e+03,9.56e+00,1.56e+01,1.56e+01,1.10e+01,2.00e+01
1.82e+03,7.49e+00,1.56e+01,1.56e+01,1.10e+01,2.00e+01
1.92e+03,1.02e+01,1.56e+01,1.56e+01,1.20e+01,2.10e+01
2.02e+03,1.04e+01,1.59e+01,1.59e+01,1.30e+01,2.30e+01
2.11e+03,9.79e+00,1.59e+01,1.59e+01,1.20e+01,2.10e+01
2.21e+03,9.31e+00,1.59e+01,1.59e+01,1.15e+01,2.00e+01
2.30e+03,9.60e+00,1.59e+01,1.59e+01,1.20e+01,2.10e+01
2.40e+03,9.78e+00,1.59e+01,1.59e+01,1.20e+01,2.10e+01
2.50e+03,1.13e+01,1.59e+01,1.59e+01,1.20e+01,2.20e+01
2.59e+03,8.68e+00,1.59e+01,1.59e+01,1.20e+01,2.10e+01
2.69e+03,1.00e+01,1.59e+01,1.59e+01,1.20e+01,2.10e+01
2.78e+03,1.02e+01,1.59e+01,1.59e+01,1.20e+01,2.10e+01
2.88e+03,1.03e+01,1.59e+01,1.59e+01,1.20e+01,2.10e+01
2.98e+03,1.03e+01,1.59e+01,1.59e+01,1.20e+01,2.10e+01
