0.00e+00,2.00e+00,2.85e-01,4.00e+00,0.00e+00,5.00e+00,0.00e+00,5.00e+00,0.00e+00,5.00e+00,3.63e+00,9.00e+00,3.63e+00,9.00e+00,3.63e+00,9.00e+00,3.63e+00,9.00e+00,8.07e+00,1.20e+01,8.07e+00,1.20e+01,8.07e+00,1.20e+01,8.07e+00,1.20e+01,8.07e+00,1.20e+01,8.07e+00,1.20e+01,8.07e+00,1.20e+01,8.07e+00,1.20e+01
0.00e+00,3.00e+00,2.85e-01,5.00e+00,0.00e+00,5.00e+00,0.00e+00,5.00e+00,0.00e+00,4.00e+00,0.00e+00,6.00e+00,3.63e+00,9.00e+00,3.63e+00,1.40e+01,3.63e+00,1.10e+01,3.63e+00,9.00e+00,8.07e+00,1.40e+01,8.07e+00,1.40e+01,8.07e+00,1.40e+01,8.07e+00,1.60e+01,8.07e+00,1.70e+01,8.07e+00,1.70e+01,8.07e+00,1.40e+01
0.00e+00,2.00e+00,5.70e-01,4.00e+00,0.00e+00,5.00e+00,0.00e+00,4.00e+00,0.00e+00,6.00e+00,0.00e+00,6.00e+00,3.63e+00,7.00e+00,3.63e+00,1.00e+01,3.63e+00,1.10e+01,3.63e+00,1.10e+01,8.07e+00,1.30e+01,8.07e+00,1.50e+01,8.07e+00,1.50e+01,8.07e+00,1.50e+01,8.07e+00,1.50e+01,8.07e+00,1.70e+01,8.07e+00,1.40e+01
0.00e+00,4.00e+00,3.39e-01,3.00e+00,0.00e+00,4.00e+00,0.00e+00,4.00e+00,0.00e+00,6.00e+00,0.00e+00,4.00e+00,3.63e+00,1.00e+01,3.63e+00,1.30e+01,3.63e+00,1.00e+01,3.63e+00,1.10e+01,8.07e+00,1.30e+01,8.07e+00,1.50e+01,8.07e+00,1.20e+01,8.07e+00,1.40e+01,8.07e+00,1.40e+01,8.07e+00,1.50e+01,8.07e+00,1.90e+01
0.00e+00,5.00e+00,1.86e-01,4.00e+00,0.00e+00,4.00e+00,0.00e+00,6.00e+00,0.00e+00,8.00e+00,0.00e+00,9.00e+00,3.63e+00,1.10e+01,3.63e+00,1.10e+01,3.63e+00,1.20e+01,3.63e+00,1.30e+01,8.07e+00,1.40e+01,8.07e+00,1.40e+01,8.07e+00,1.20e+01,8.07e+00,1.30e+01,8.07e+00,1.80e+01,8.07e+00,1.70e+01,8.07e+00,1.30e+01
0.00e+00,3.00e+00,1.20e-03,4.00e+00,0.00e+00,5.00e+00,0.00e+00,4.00e+00,0.00e+00,6.00e+00,0.00e+00,8.00e+00,3.55e+00,1.00e+01,3.63e+00,1.00e+01,3.63e+00,8.00e+00,3.63e+00,1.10e+01,8.07e+00,1.40e+01,8.07e+00,1.40e+01,8.07e+00,1.60e+01,8.07e+00,1.40e+01,8.07e+00,1.70e+01,8.07e+00,1.80e+01,8.07e+00,1.50e+01
0.00e+00,2.00e+00,1.20e-03,3.00e+00,0.00e+00,4.00e+00,0.00e+00,7.00e+00,0.00e+00,8.00e+00,0.00e+00,8.00e+00,3.55e+00,9.00e+00,3.63e+00,1.00e+01,3.63e+00,1.40e+01,3.63e+00,1.30e+01,8.07e+00,1.30e+01,8.07e+00,1.20e+01,8.07e+00,1.30e+01,8.07e+00,1.20e+01,8.07e+00,1.60e+01,8.07e+00,1.30e+01,8.07e+00,1.80e+01
0.00e+00,2.00e+00,0.00e+00,3.00e+00,0.00e+00,4.00e+00,0.00e+00,6.00e+00,0.00e+00,5.00e+00,1.82e-01,7.00e+00,3.55e+00,1.30e+01,3.63e+00,9.00e+00,3.63e+00,1.20e+01,3.63e+00,1.10e+01,3.63e+00,1.10e+01,8.07e+00,1.20e+01,8.07e+00,1.20e+01,8.07e+00,1.50e+01,8.07e+00,1.50e+01,8.07e+00,1.50e+01,8.07e+00,1.30e+01
0.00e+00,3.00e+00,0.00e+00,4.00e+00,0.00e+00,7.00e+00,0.00e+00,6.00e+00,0.00e+00,7.00e+00,0.00e+00,8.00e+00,3.55e+00,9.00e+00,3.63e+00,1.00e+01,3.63e+00,1.20e+01,3.63e+00,1.10e+01,3.63e+00,1.50e+01,8.07e+00,1.60e+01,8.07e+00,1.50e+01,8.07e+00,1.40e+01,8.07e+00,1.30e+01,8.07e+00,1.30e+01,8.07e+00,1.40e+01
0.00e+00,1.00e+00,0.00e+00,3.00e+00,0.00e+00,5.00e+00,0.00e+00,4.00e+00,0.00e+00,5.00e+00,0.00e+00,4.00e+00,5.70e-01,4.00e+00,3.63e+00,1.40e+01,3.63e+00,1.10e+01,3.63e+00,1.10e+01,3.63e+00,1.10e+01,8.07e+00,1.50e+01,8.07e+00,1.40e+01,8.07e+00,1.60e+01,8.07e+00,1.40e+01,8.07e+00,1.90e+01,8.07e+00,1.60e+01
