0.00e+00,0.00e+00,5.00e+00,7.10e-02,1.42e-01,4.00e+00,1.99e+00,3.99e+00,5.00e+00,7.10e-02,1.42e-01,4.00e+00,7.91e-01,1.58e+00,6.00e+00,8.59e-01,3.57e+00,7.00e+00,9.69e-01,3.57e+00,7.00e+00,4.20e+00,1.39e+01,1.00e+01,4.25e+00,1.13e+01,1.00e+01,4.19e+00,9.76e+00,1.10e+01,5.05e+00,1.28e+01,1.30e+01,5.67e+00,1.34e+01,1.10e+01,5.74e+00,1.43e+01,1.20e+01,5.05e+00,1.15e+01,1.30e+01,6.90e+00,1.43e+01,1.30e+01,7.09e+00,1.43e+01,1.40e+01
0.00e+00,0.00e+00,3.00e+00,7.10e-02,1.42e-01,4.00e+00,1.99e+00,3.99e+00,5.00e+00,2.37e+00,4.74e+00,6.00e+00,2.11e+00,4.74e+00,7.00e+00,2.37e+00,4.74e+00,7.00e+00,2.64e+00,7.14e+00,9.00e+00,4.20e+00,1.39e+01,8.00e+00,3.93e+00,1.15e+01,9.00e+00,4.17e+00,9.76e+00,1.10e+01,4.80e+00,1.13e+01,1.10e+01,5.05e+00,1.28e+01,1.30e+01,5.67e+00,1.34e+01,1.10e+01,4.95e+00,1.17e+01,1.20e+01,6.41e+00,1.39e+01,1.40e+01,6.47e+00,1.43e+01,1.30e+01
7.10e-02,1.42e-01,4.00e+00,7.10e-02,1.42e-01,4.00e+00,4.95e-01,1.75e+00,6.00e+00,1.99e+00,3.99e+00,5.00e+00,2.11e+00,4.74e+00,5.00e+00,5.27e-01,1.58e+00,6.00e+00,2.32e+00,1.04e+01,9.00e+00,2.91e+00,1.07e+01,9.00e+00,3.68e+00,1.39e+01,1.00e+01,4.17e+00,9.76e+00,1.00e+01,4.65e+00,1.28e+01,1.10e+01,5.05e+00,1.28e+01,1.50e+01,5.67e+00,1.34e+01,1.10e+01,4.95e+00,1.17e+01,1.30e+01,5.83e+00,1.40e+01,1.40e+01,6.51e+00,1.43e+01,1.30e+01
0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,5.00e+00,4.95e-01,1.75e+00,6.00e+00,1.99e+00,3.99e+00,5.00e+00,1.99e+00,3.99e+00,5.00e+00,2.11e+00,4.74e+00,8.00e+00,2.37e+00,4.74e+00,7.00e+00,2.91e+00,1.07e+01,9.00e+00,3.68e+00,1.39e+01,1.00e+01,4.17e+00,9.76e+00,1.10e+01,4.63e+00,1.33e+01,1.20e+01,4.51e+00,1.28e+01,1.30e+01,5.67e+00,1.34e+01,1.10e+01,4.95e+00,1.17e+01,1.40e+01,5.83e+00,1.40e+01,1.30e+01,6.42e+00,1.40e+01,1.50e+01
0.00e+00,0.00e+00,2.00e+00,7.10e-02,1.42e-01,6.00e+00,1.99e+00,3.99e+00,5.00e+00,0.00e+00,0.00e+00,7.00e+00,1.77e+00,3.99e+00,7.00e+00,2.54e+00,1.04e+01,9.00e+00,7.05e-01,3.57e+00,8.00e+00,4.20e+00,1.39e+01,1.00e+01,4.59e+00,1.06e+01,1.10e+01,2.17e+00,5.33e+00,1.20e+01,2.64e+00,9.76e+00,1.20e+01,4.05e+00,1.17e+01,1.10e+01,5.67e+00,1.34e+01,1.20e+01,1.24e-01,7.43e-01,1.30e+01,5.74e+00,1.43e+01,1.30e+01,6.42e+00,1.40e+01,1.50e+01
0.00e+00,0.00e+00,1.00e+00,4.95e-01,1.75e+00,6.00e+00,1.99e+00,3.99e+00,6.00e+00,6.31e-02,1.42e-01,4.00e+00,1.84e+00,4.74e+00,6.00e+00,2.11e+00,4.74e+00,6.00e+00,8.15e-01,3.57e+00,7.00e+00,0.00e+00,0.00e+00,1.00e+01,2.91e+00,1.07e+01,1.10e+01,0.00e+00,0.00e+00,1.30e+01,4.22e+00,1.12e+01,1.30e+01,5.05e+00,1.28e+01,1.30e+01,5.37e+00,1.40e+01,1.20e+01,2.59e+00,7.64e+00,1.20e+01,4.92e+00,1.17e+01,1.50e+01,6.74e+00,1.04e+01,1.50e+01
0.00e+00,0.00e+00,4.00e+00,7.10e-02,1.42e-01,4.00e+00,1.99e+00,3.99e+00,5.00e+00,0.00e+00,0.00e+00,5.00e+00,2.91e+00,1.07e+01,7.00e+00,2.91e+00,1.07e+01,7.00e+00,2.56e+00,7.14e+00,8.00e+00,1.27e+00,3.65e+00,9.00e+00,0.00e+00,0.00e+00,1.00e+01,3.83e+00,1.10e+01,1.20e+01,0.00e+00,0.00e+00,1.30e+01,5.53e+00,1.28e+01,1.20e+01,3.80e+00,1.31e+01,1.30e+01,3.37e-01,2.02e+00,1.40e+01,6.42e+00,1.40e+01,1.50e+01,7.09e+00,1.43e+01,1.40e+01
0.00e+00,0.00e+00,3.00e+00,7.10e-02,1.42e-01,6.00e+00,1.99e+00,3.99e+00,5.00e+00,6.31e-02,1.42e-01,6.00e+00,1.99e+00,3.99e+00,8.00e+00,9.88e-01,1.98e+00,9.00e+00,1.08e+00,5.15e+00,1.00e+01,4.44e+00,1.15e+01,9.00e+00,4.01e+00,1.28e+01,1.00e+01,3.83e+00,1.10e+01,1.20e+01,0.00e+00,0.00e+00,1.30e+01,5.74e+00,1.43e+01,1.20e+01,3.36e+00,1.17e+01,1.40e+01,6.41e+00,1.39e+01,1.40e+01,6.36e+00,1.26e+01,1.40e+01,4.97e+00,1.02e+01,1.50e+01
0.00e+00,0.00e+00,3.00e+00,7.10e-02,1.42e-01,4.00e+00,1.99e+00,3.99e+00,5.00e+00,0.00e+00,0.00e+00,6.00e+00,2.37e+00,4.74e+00,8.00e+00,0.00e+00,0.00e+00,1.00e+01,9.88e-01,1.98e+00,8.00e+00,4.80e+00,1.13e+01,1.00e+01,0.00e+00,0.00e+00,1.00e+01,4.43e-01,2.50e+00,1.10e+01,7.10e-01,4.26e+00,1.20e+01,3.07e+00,1.22e+01,1.10e+01,1.49e+00,8.91e+00,1.20e+01,5.74e+00,1.43e+01,1.40e+01,3.36e+00,7.64e+00,1.30e+01,7.09e+00,1.43e+01,1.40e+01
0.00e+00,0.00e+00,2.00e+00,2.64e-01,1.32e+00,5.00e+00,1.99e+00,3.99e+00,5.00e+00,0.00e+00,0.00e+00,6.00e+00,0.00e+00,0.00e+00,7.00e+00,1.96e+00,6.18e+00,8.00e+00,1.08e+00,4.23e+00,9.00e+00,0.00e+00,0.00e+00,1.00e+01,4.32e+00,9.28e+00,1.00e+01,9.88e-01,1.98e+00,1.10e+01,0.00e+00,0.00e+00,1.30e+01,2.97e+00,1.16e+01,1.20e+01,5.83e+00,1.40e+01,1.30e+01,1.82e+00,5.36e+00,1.30e+01,5.30e+00,1.40e+01,1.40e+01,1.19e-01,6.48e-01,1.40e+01
