0.00e+00,0.00e+00,5.00e+00,7.10e-02,1.42e-01,4.00e+00,1.99e+00,3.99e+00,5.00e+00,7.10e-02,1.42e-01,4.00e+00,7.91e-01,1.58e+00,6.00e+00,8.59e-01,3.57e+00,7.00e+00,9.69e-01,3.57e+00,7.00e+00,4.20e+00,1.39e+01,1.00e+01,4.25e+00,1.13e+01,1.00e+01,4.19e+00,9.76e+00,1.10e+01,5.05e+00,1.28e+01,1.30e+01,5.67e+00,1.34e+01,1.10e+01,5.74e+00,1.43e+01,1.20e+01,5.05e+00,1.15e+01,1.30e+01,6.90e+00,1.43e+01,1.30e+01,7.09e+00,1.43e+01,1.40e+01,7.75e+00,1.33e+01,1.40e+01,7.20e+00,1.41e+01,1.50e+01,5.03e+00,9.81e+00,1.40e+01,1.11e+01,1.41e+01,1.70e+01,1.19e+01,1.41e+01,1.80e+01,1.17e+01,1.41e+01,1.80e+01,1.15e+01,1.41e+01,1.90e+01,1.15e+01,1.41e+01,1.90e+01,1.16e+01,1.41e+01,1.90e+01,1.17e+01,1.41e+01,1.90e+01,1.23e+01,1.41e+01,1.90e+01,1.24e+01,1.41e+01,1.90e+01,1.18e+01,1.41e+01,1.90e+01,1.06e+01,1.41e+01,2.00e+01,1.36e+01,1.45e+01,2.00e+01,1.28e+01,1.45e+01,2.00e+01,1.36e+01,1.45e+01,2.10e+01,1.36e+01,1.45e+01,2.10e+01,1.40e+01,1.45e+01,2.20e+01,1.32e+01,1.45e+01,2.20e+01,1.33e+01,1.45e+01,2.40e+01,1.33e+01,1.45e+01,2.50e+01,1.33e+01,1.45e+01,2.40e+01,1.42e+01,1.45e+01,2.50e+01,1.42e+01,1.45e+01,2.50e+01,1.42e+01,1.45e+01,2.60e+01,1.42e+01,1.45e+01,2.60e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.35e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01
0.00e+00,0.00e+00,3.00e+00,7.10e-02,1.42e-01,4.00e+00,1.99e+00,3.99e+00,5.00e+00,2.37e+00,4.74e+00,6.00e+00,2.11e+00,4.74e+00,7.00e+00,2.37e+00,4.74e+00,7.00e+00,2.64e+00,7.14e+00,9.00e+00,4.20e+00,1.39e+01,8.00e+00,3.93e+00,1.15e+01,9.00e+00,4.17e+00,9.76e+00,1.10e+01,4.80e+00,1.13e+01,1.10e+01,5.05e+00,1.28e+01,1.30e+01,5.67e+00,1.34e+01,1.10e+01,4.95e+00,1.17e+01,1.20e+01,6.41e+00,1.39e+01,1.40e+01,6.47e+00,1.43e+01,1.30e+01,7.56e+00,1.43e+01,1.40e+01,7.35e+00,1.33e+01,1.40e+01,9.57e+00,1.41e+01,1.70e+01,7.70e+00,1.43e+01,1.70e+01,1.25e+01,1.41e+01,1.80e+01,1.11e+01,1.41e+01,1.80e+01,1.11e+01,1.41e+01,1.80e+01,1.17e+01,1.41e+01,1.90e+01,1.15e+01,1.41e+01,1.90e+01,1.21e+01,1.41e+01,1.90e+01,1.23e+01,1.41e+01,1.90e+01,1.23e+01,1.41e+01,1.90e+01,1.15e+01,1.41e+01,1.90e+01,1.11e+01,1.41e+01,1.90e+01,1.31e+01,1.41e+01,2.10e+01,1.21e+01,1.45e+01,2.10e+01,1.29e+01,1.44e+01,2.00e+01,1.36e+01,1.45e+01,2.10e+01,1.36e+01,1.45e+01,2.10e+01,1.29e+01,1.45e+01,2.10e+01,1.32e+01,1.45e+01,2.30e+01,1.33e+01,1.45e+01,2.40e+01,1.41e+01,1.45e+01,2.60e+01,1.33e+01,1.45e+01,2.50e+01,1.42e+01,1.45e+01,2.60e+01,1.42e+01,1.45e+01,2.50e+01,1.42e+01,1.45e+01,2.50e+01,1.42e+01,1.45e+01,2.60e+01,1.42e+01,1.45e+01,2.60e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,3.10e+01,1.43e+01,1.45e+01,2.70e+01,1.35e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.70e+01,1.47e+01,1.69e+01,2.80e+01,1.47e+01,1.69e+01,2.80e+01
7.10e-02,1.42e-01,4.00e+00,7.10e-02,1.42e-01,4.00e+00,4.95e-01,1.75e+00,6.00e+00,1.99e+00,3.99e+00,5.00e+00,2.11e+00,4.74e+00,5.00e+00,5.27e-01,1.58e+00,6.00e+00,2.32e+00,1.04e+01,9.00e+00,2.91e+00,1.07e+01,9.00e+00,3.68e+00,1.39e+01,1.00e+01,4.17e+00,9.76e+00,1.00e+01,4.65e+00,1.28e+01,1.10e+01,5.05e+00,1.28e+01,1.50e+01,5.67e+00,1.34e+01,1.10e+01,4.95e+00,1.17e+01,1.30e+01,5.83e+00,1.40e+01,1.40e+01,6.51e+00,1.43e+01,1.30e+01,7.56e+00,1.43e+01,1.40e+01,3.20e+00,9.51e+00,1.40e+01,7.98e+00,1.41e+01,1.50e+01,9.47e+00,1.41e+01,1.70e+01,1.19e+01,1.41e+01,1.80e+01,1.17e+01,1.41e+01,1.90e+01,1.17e+01,1.41e+01,1.80e+01,1.21e+01,1.43e+01,1.90e+01,1.16e+01,1.41e+01,2.00e+01,1.16e+01,1.41e+01,2.00e+01,1.08e+01,1.41e+01,1.90e+01,1.23e+01,1.41e+01,1.90e+01,1.17e+01,1.41e+01,1.90e+01,1.11e+01,1.41e+01,2.00e+01,1.26e+01,1.41e+01,2.10e+01,1.28e+01,1.45e+01,2.00e+01,1.36e+01,1.45e+01,2.10e+01,1.36e+01,1.45e+01,2.10e+01,1.36e+01,1.45e+01,2.10e+01,1.29e+01,1.45e+01,2.10e+01,1.32e+01,1.45e+01,2.20e+01,1.33e+01,1.45e+01,2.40e+01,1.33e+01,1.45e+01,2.50e+01,1.41e+01,1.45e+01,2.60e+01,1.42e+01,1.45e+01,2.60e+01,1.42e+01,1.45e+01,2.50e+01,1.42e+01,1.45e+01,2.50e+01,1.42e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.35e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01
0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,5.00e+00,4.95e-01,1.75e+00,6.00e+00,1.99e+00,3.99e+00,5.00e+00,1.99e+00,3.99e+00,5.00e+00,2.11e+00,4.74e+00,8.00e+00,2.37e+00,4.74e+00,7.00e+00,2.91e+00,1.07e+01,9.00e+00,3.68e+00,1.39e+01,1.00e+01,4.17e+00,9.76e+00,1.10e+01,4.63e+00,1.33e+01,1.20e+01,4.51e+00,1.28e+01,1.30e+01,5.67e+00,1.34e+01,1.10e+01,4.95e+00,1.17e+01,1.40e+01,5.83e+00,1.40e+01,1.30e+01,6.42e+00,1.40e+01,1.50e+01,7.56e+00,1.43e+01,1.50e+01,4.38e+00,6.72e+00,1.50e+01,6.51e+00,9.81e+00,1.40e+01,7.70e+00,1.43e+01,1.70e+01,1.19e+01,1.41e+01,1.90e+01,1.11e+01,1.41e+01,1.80e+01,1.11e+01,1.41e+01,1.90e+01,1.17e+01,1.41e+01,1.90e+01,1.14e+01,1.43e+01,1.90e+01,1.15e+01,1.41e+01,1.90e+01,1.24e+01,1.41e+01,1.90e+01,1.23e+01,1.41e+01,1.90e+01,1.15e+01,1.41e+01,1.90e+01,1.05e+01,1.41e+01,1.90e+01,1.26e+01,1.41e+01,2.00e+01,1.21e+01,1.45e+01,2.00e+01,1.36e+01,1.45e+01,2.10e+01,1.36e+01,1.45e+01,2.30e+01,1.36e+01,1.45e+01,2.20e+01,1.32e+01,1.45e+01,2.20e+01,1.32e+01,1.45e+01,2.20e+01,1.33e+01,1.45e+01,2.40e+01,1.33e+01,1.49e+01,2.50e+01,1.33e+01,1.45e+01,2.40e+01,1.42e+01,1.45e+01,2.60e+01,1.42e+01,1.45e+01,2.70e+01,1.42e+01,1.45e+01,2.70e+01,1.42e+01,1.45e+01,2.70e+01,1.42e+01,1.45e+01,2.60e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.70e+01,1.35e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01
0.00e+00,0.00e+00,2.00e+00,7.10e-02,1.42e-01,6.00e+00,1.99e+00,3.99e+00,5.00e+00,0.00e+00,0.00e+00,7.00e+00,1.77e+00,3.99e+00,7.00e+00,2.54e+00,1.04e+01,9.00e+00,7.05e-01,3.57e+00,8.00e+00,4.20e+00,1.39e+01,1.00e+01,4.59e+00,1.06e+01,1.10e+01,2.17e+00,5.33e+00,1.20e+01,2.64e+00,9.76e+00,1.20e+01,4.05e+00,1.17e+01,1.10e+01,5.67e+00,1.34e+01,1.20e+01,1.24e-01,7.43e-01,1.30e+01,5.74e+00,1.43e+01,1.30e+01,6.42e+00,1.40e+01,1.50e+01,0.00e+00,0.00e+00,1.40e+01,4.34e+00,9.81e+00,1.60e+01,6.95e+00,1.84e+01,1.80e+01,1.11e+01,1.41e+01,1.90e+01,1.11e+01,1.41e+01,2.00e+01,6.22e+00,1.34e+01,1.90e+01,1.12e+01,1.41e+01,1.90e+01,6.26e+00,1.41e+01,2.10e+01,7.73e+00,1.41e+01,2.00e+01,9.81e+00,1.41e+01,2.00e+01,1.23e+01,1.41e+01,2.10e+01,7.04e+00,1.41e+01,2.00e+01,5.97e+00,1.41e+01,2.00e+01,1.06e+01,1.41e+01,2.00e+01,1.31e+01,1.41e+01,2.20e+01,6.93e+00,1.45e+01,2.10e+01,2.77e+00,6.66e+00,2.20e+01,1.36e+01,1.45e+01,2.20e+01,8.15e+00,1.26e+01,2.30e+01,1.29e+01,1.45e+01,2.10e+01,1.32e+01,1.45e+01,2.40e+01,1.33e+01,1.45e+01,2.60e+01,1.33e+01,1.49e+01,2.60e+01,1.41e+01,1.45e+01,2.60e+01,7.16e+00,1.45e+01,2.60e+01,5.37e+00,1.44e+01,2.70e+01,1.25e+01,1.41e+01,2.60e+01,1.43e+01,1.45e+01,2.80e+01,5.36e+00,1.45e+01,2.70e+01,1.35e+01,1.45e+01,2.70e+01,1.39e+01,1.45e+01,2.80e+01,1.34e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.08e+01,1.26e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.70e+01,7.18e+00,1.45e+01,2.70e+01,5.36e+00,1.45e+01,2.70e+01,8.30e+00,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.22e+01,1.45e+01,2.80e+01,3.76e-01,1.98e+00,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01
0.00e+00,0.00e+00,1.00e+00,4.95e-01,1.75e+00,6.00e+00,1.99e+00,3.99e+00,6.00e+00,6.31e-02,1.42e-01,4.00e+00,1.84e+00,4.74e+00,6.00e+00,2.11e+00,4.74e+00,6.00e+00,8.15e-01,3.57e+00,7.00e+00,0.00e+00,0.00e+00,1.00e+01,2.91e+00,1.07e+01,1.10e+01,0.00e+00,0.00e+00,1.30e+01,4.22e+00,1.12e+01,1.30e+01,5.05e+00,1.28e+01,1.30e+01,5.37e+00,1.40e+01,1.20e+01,2.59e+00,7.64e+00,1.20e+01,4.92e+00,1.17e+01,1.50e+01,6.74e+00,1.04e+01,1.50e+01,6.23e+00,8.40e+00,1.40e+01,2.56e+00,8.40e+00,1.60e+01,4.87e+00,1.13e+01,1.60e+01,2.64e+00,7.62e+00,1.90e+01,1.20e+01,1.41e+01,1.90e+01,2.65e+00,1.29e+01,1.80e+01,2.57e+00,1.29e+01,1.80e+01,7.76e+00,1.41e+01,2.00e+01,1.16e+01,1.41e+01,2.00e+01,1.17e+01,1.41e+01,2.20e+01,1.23e+01,1.41e+01,1.90e+01,1.16e+01,1.41e+01,2.00e+01,4.87e+00,1.38e+01,1.90e+01,5.78e+00,1.16e+01,2.10e+01,9.22e+00,1.41e+01,2.20e+01,1.36e+01,1.45e+01,2.10e+01,1.29e+01,1.44e+01,2.00e+01,9.29e+00,1.38e+01,2.20e+01,4.48e+00,1.13e+01,2.30e+01,6.69e+00,1.41e+01,2.30e+01,7.16e+00,1.45e+01,2.30e+01,1.41e+01,1.45e+01,2.40e+01,6.01e+00,1.27e+01,2.60e+01,1.42e+01,1.45e+01,2.60e+01,7.20e+00,1.45e+01,2.60e+01,7.80e+00,1.41e+01,2.70e+01,1.42e+01,1.45e+01,2.60e+01,1.33e+01,1.41e+01,2.70e+01,5.08e+00,1.64e+01,2.80e+01,1.43e+01,1.45e+01,2.90e+01,8.41e+00,1.12e+01,3.10e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,5.46e+00,1.09e+01,3.00e+01,1.43e+01,1.45e+01,2.90e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.40e+01,1.45e+01,2.80e+01,1.19e+01,1.41e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,5.01e+00,6.04e+00,3.00e+01,7.25e+00,1.45e+01,2.80e+01,7.80e+00,1.41e+01,2.90e+01,7.80e+00,1.41e+01,2.90e+01
0.00e+00,0.00e+00,4.00e+00,7.10e-02,1.42e-01,4.00e+00,1.99e+00,3.99e+00,5.00e+00,0.00e+00,0.00e+00,5.00e+00,2.91e+00,1.07e+01,7.00e+00,2.91e+00,1.07e+01,7.00e+00,2.56e+00,7.14e+00,8.00e+00,1.27e+00,3.65e+00,9.00e+00,0.00e+00,0.00e+00,1.00e+01,3.83e+00,1.10e+01,1.20e+01,0.00e+00,0.00e+00,1.30e+01,5.53e+00,1.28e+01,1.20e+01,3.80e+00,1.31e+01,1.30e+01,3.37e-01,2.02e+00,1.40e+01,6.42e+00,1.40e+01,1.50e+01,7.09e+00,1.43e+01,1.40e+01,7.56e+00,1.43e+01,1.50e+01,5.50e+00,1.25e+01,1.50e+01,9.27e+00,1.41e+01,1.70e+01,1.06e+01,1.41e+01,1.80e+01,1.19e+01,1.41e+01,1.90e+01,1.19e+01,1.41e+01,2.00e+01,1.16e+01,1.41e+01,1.80e+01,4.13e+00,7.67e+00,2.00e+01,6.26e+00,1.41e+01,2.10e+01,4.19e+00,1.06e+01,1.90e+01,1.10e+01,1.41e+01,1.90e+01,1.16e+01,1.44e+01,2.10e+01,7.04e+00,1.41e+01,2.00e+01,1.23e+01,1.41e+01,2.10e+01,9.49e+00,1.26e+01,2.00e+01,1.06e+01,1.41e+01,2.30e+01,2.17e+00,2.81e+00,2.20e+01,1.08e+01,1.41e+01,2.10e+01,6.84e+00,1.43e+01,2.10e+01,1.40e+01,1.45e+01,2.30e+01,1.41e+01,1.45e+01,2.40e+01,8.67e+00,1.45e+01,2.60e+01,1.41e+01,1.45e+01,2.40e+01,7.16e+00,1.45e+01,2.60e+01,1.41e+01,1.45e+01,2.70e+01,1.31e+01,1.41e+01,2.60e+01,1.42e+01,1.45e+01,2.70e+01,1.26e+01,1.45e+01,2.90e+01,9.60e+00,1.45e+01,2.70e+01,5.36e+00,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.42e+01,1.45e+01,2.70e+01,7.25e+00,1.45e+01,2.70e+01,4.32e-01,2.12e+00,2.80e+01,1.43e+01,1.45e+01,3.00e+01,1.43e+01,1.45e+01,2.70e+01,7.25e+00,1.45e+01,2.70e+01,1.17e+01,1.41e+01,2.80e+01,1.42e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.42e+01,1.45e+01,2.70e+01,1.35e+01,1.45e+01,2.90e+01,9.04e+00,1.45e+01,2.70e+01,7.07e+00,1.41e+01,2.80e+01,7.07e+00,1.41e+01,2.80e+01
0.00e+00,0.00e+00,3.00e+00,7.10e-02,1.42e-01,6.00e+00,1.99e+00,3.99e+00,5.00e+00,6.31e-02,1.42e-01,6.00e+00,1.99e+00,3.99e+00,8.00e+00,9.88e-01,1.98e+00,9.00e+00,1.08e+00,5.15e+00,1.00e+01,4.44e+00,1.15e+01,9.00e+00,4.01e+00,1.28e+01,1.00e+01,3.83e+00,1.10e+01,1.20e+01,0.00e+00,0.00e+00,1.30e+01,5.74e+00,1.43e+01,1.20e+01,3.36e+00,1.17e+01,1.40e+01,6.41e+00,1.39e+01,1.40e+01,6.36e+00,1.26e+01,1.40e+01,4.97e+00,1.02e+01,1.50e+01,3.78e+00,9.54e+00,1.50e+01,7.39e+00,1.37e+01,1.50e+01,4.69e+00,1.41e+01,1.60e+01,4.34e+00,1.41e+01,1.70e+01,1.25e+01,1.41e+01,1.90e+01,4.49e+00,1.41e+01,1.80e+01,9.46e+00,1.41e+01,1.90e+01,1.13e+01,1.41e+01,2.00e+01,1.56e+00,9.39e+00,2.10e+01,5.21e+00,1.18e+01,2.00e+01,5.08e+00,7.62e+00,2.00e+01,6.58e+00,1.05e+01,2.20e+01,4.87e+00,1.38e+01,2.00e+01,1.23e+01,1.41e+01,2.10e+01,1.26e+01,1.41e+01,2.20e+01,1.36e+01,1.45e+01,2.10e+01,1.29e+01,1.44e+01,2.00e+01,1.30e+01,1.45e+01,2.10e+01,1.28e+01,1.45e+01,2.10e+01,1.40e+01,1.45e+01,2.20e+01,1.41e+01,1.45e+01,2.40e+01,1.41e+01,1.45e+01,2.60e+01,1.04e+01,1.41e+01,2.60e+01,1.42e+01,1.45e+01,2.60e+01,1.42e+01,1.45e+01,2.60e+01,1.21e+01,1.43e+01,2.80e+01,7.16e+00,1.45e+01,2.60e+01,1.42e+01,1.45e+01,2.70e+01,7.18e+00,1.45e+01,2.70e+01,1.04e+01,1.45e+01,2.80e+01,4.45e+00,9.64e+00,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,7.25e+00,1.45e+01,2.80e+01,9.62e+00,1.45e+01,2.90e+01,2.37e+00,7.75e+00,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.90e+01,7.31e+00,1.45e+01,3.00e+01,5.15e+00,9.34e+00,2.90e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01
0.00e+00,0.00e+00,3.00e+00,7.10e-02,1.42e-01,4.00e+00,1.99e+00,3.99e+00,5.00e+00,0.00e+00,0.00e+00,6.00e+00,2.37e+00,4.74e+00,8.00e+00,0.00e+00,0.00e+00,1.00e+01,9.88e-01,1.98e+00,8.00e+00,4.80e+00,1.13e+01,1.00e+01,0.00e+00,0.00e+00,1.00e+01,4.43e-01,2.50e+00,1.10e+01,7.10e-01,4.26e+00,1.20e+01,3.07e+00,1.22e+01,1.10e+01,1.49e+00,8.91e+00,1.20e+01,5.74e+00,1.43e+01,1.40e+01,3.36e+00,7.64e+00,1.30e+01,7.09e+00,1.43e+01,1.40e+01,6.68e+00,1.02e+01,1.60e+01,9.57e+00,1.41e+01,1.70e+01,4.81e+00,1.10e+01,1.50e+01,8.55e+00,1.41e+01,1.70e+01,4.95e+00,1.41e+01,2.00e+01,1.19e+01,1.41e+01,1.90e+01,1.18e+01,1.41e+01,1.90e+01,9.89e+00,1.41e+01,1.90e+01,5.16e+00,1.02e+01,2.00e+01,9.30e+00,1.32e+01,2.00e+01,4.63e+00,1.18e+01,2.10e+01,7.04e+00,1.41e+01,2.10e+01,1.02e+01,1.41e+01,1.90e+01,1.26e+01,1.41e+01,2.10e+01,7.85e+00,1.24e+01,2.10e+01,1.10e+01,1.43e+01,2.20e+01,1.29e+01,1.44e+01,2.00e+01,1.30e+01,1.45e+01,2.20e+01,0.00e+00,0.00e+00,2.40e+01,1.40e+01,1.45e+01,2.20e+01,1.41e+01,1.45e+01,2.40e+01,2.31e+00,5.12e+00,2.60e+01,1.41e+01,1.49e+01,2.50e+01,3.10e+00,5.78e+00,2.50e+01,2.70e+00,6.04e+00,2.50e+01,1.25e+01,1.45e+01,2.70e+01,1.07e+01,1.41e+01,2.60e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.70e+01,1.42e+01,1.45e+01,2.80e+01,5.98e+00,1.30e+01,2.70e+01,2.73e+00,1.64e+01,2.70e+01,7.18e+00,1.45e+01,2.80e+01,7.25e+00,1.45e+01,2.90e+01,1.19e+01,1.45e+01,2.80e+01,5.36e+00,1.45e+01,2.70e+01,1.52e+00,5.93e+00,2.70e+01,5.36e+00,1.45e+01,2.70e+01,7.25e+00,1.45e+01,2.80e+01,1.41e+00,1.53e+00,2.90e+01,7.25e+00,1.45e+01,2.80e+01,7.18e+00,1.45e+01,2.80e+01,7.18e+00,1.45e+01,2.80e+01
0.00e+00,0.00e+00,2.00e+00,2.64e-01,1.32e+00,5.00e+00,1.99e+00,3.99e+00,5.00e+00,0.00e+00,0.00e+00,6.00e+00,0.00e+00,0.00e+00,7.00e+00,1.96e+00,6.18e+00,8.00e+00,1.08e+00,4.23e+00,9.00e+00,0.00e+00,0.00e+00,1.00e+01,4.32e+00,9.28e+00,1.00e+01,9.88e-01,1.98e+00,1.10e+01,0.00e+00,0.00e+00,1.30e+01,2.97e+00,1.16e+01,1.20e+01,5.83e+00,1.40e+01,1.30e+01,1.82e+00,5.36e+00,1.30e+01,5.30e+00,1.40e+01,1.40e+01,1.19e-01,6.48e-01,1.40e+01,3.21e+00,8.40e+00,1.50e+01,8.03e+00,1.44e+01,1.70e+01,8.44e-01,3.65e+00,1.50e+01,2.37e+00,1.17e+01,1.90e+01,9.68e+00,1.41e+01,2.00e+01,1.23e+01,1.41e+01,1.90e+01,4.63e+00,1.18e+01,1.90e+01,1.08e+01,1.41e+01,1.90e+01,1.06e+01,1.41e+01,1.90e+01,6.22e+00,7.62e+00,2.10e+01,5.59e+00,1.41e+01,2.10e+01,1.16e+01,1.41e+01,2.00e+01,1.04e+01,1.41e+01,1.90e+01,1.02e+01,1.41e+01,2.00e+01,0.00e+00,0.00e+00,2.20e+01,6.70e+00,1.45e+01,2.20e+01,5.11e+00,1.24e+01,2.20e+01,1.23e+01,1.41e+01,2.20e+01,7.16e+00,1.45e+01,2.20e+01,1.40e+01,1.45e+01,2.30e+01,7.16e+00,1.45e+01,2.40e+01,7.16e+00,1.45e+01,2.50e+01,1.41e+01,1.45e+01,2.40e+01,6.19e+00,9.16e+00,2.70e+01,7.16e+00,1.45e+01,2.50e+01,9.08e+00,1.45e+01,2.70e+01,1.42e+01,1.45e+01,2.60e+01,4.84e+00,1.45e+01,2.90e+01,1.36e+01,1.41e+01,3.00e+01,1.41e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.90e+01,4.62e+00,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01,1.35e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.70e+01,1.06e+01,1.24e+01,3.00e+01,1.43e+01,1.45e+01,2.80e+01,7.61e+00,9.34e+00,2.80e+01,8.30e+00,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.90e+01,9.84e+00,1.48e+01,2.80e+01,4.49e+00,9.86e+00,2.90e+01,1.43e+01,1.45e+01,2.80e+01,1.43e+01,1.45e+01,2.70e+01,1.43e+01,1.45e+01,2.70e+01
