3.00e+01,0.00e+00,2.43e+00,2.43e+00,7.28e+00,1.30e+01,2.40e+01
6.00e+01,0.00e+00,1.21e+00,2.43e+00,7.28e+00,1.30e+01,2.40e+01
9.00e+01,1.56e-02,1.21e+00,2.43e+00,7.28e+00,1.30e+01,2.50e+01
1.20e+02,0.00e+00,7.79e-01,2.43e+00,7.28e+00,1.30e+01,2.90e+01
1.50e+02,0.00e+00,7.79e-01,2.43e+00,7.28e+00,1.30e+01,2.75e+01
1.80e+02,0.00e+00,7.08e-01,2.43e+00,7.28e+00,1.40e+01,3.00e+01
2.10e+02,0.00e+00,7.08e-01,2.43e+00,7.28e+00,1.40e+01,3.00e+01
2.40e+02,0.00e+00,7.08e-01,2.43e+00,7.28e+00,1.40e+01,3.05e+01
2.70e+02,0.00e+00,7.08e-01,2.43e+00,7.28e+00,1.40e+01,3.10e+01
3.00e+02,0.00e+00,1.42e+00,2.43e+00,7.28e+00,1.40e+01,3.20e+01
3.30e+02,0.00e+00,7.08e-01,2.43e+00,7.28e+00,1.40e+01,3.10e+01
3.60e+02,0.00e+00,1.72e-01,2.43e+00,7.28e+00,1.40e+01,3.20e+01
3.90e+02,0.00e+00,4.18e-01,2.43e+00,7.28e+00,1.50e+01,3.30e+01
4.20e+02,3.02e-02,5.44e-01,2.43e+00,7.28e+00,1.55e+01,3.40e+01
4.50e+02,3.27e-01,8.19e-01,2.43e+00,7.28e+00,1.60e+01,3.40e+01
4.80e+02,0.00e+00,1.19e+00,2.43e+00,7.28e+00,1.60e+01,3.40e+01
5.10e+02,8.14e-01,1.67e+00,2.43e+00,7.28e+00,1.60e+01,3.50e+01
5.40e+02,0.00e+00,1.07e+00,2.43e+00,7.28e+00,1.60e+01,3.50e+01
5.70e+02,8.13e-01,1.65e+00,2.43e+00,7.28e+00,1.60e+01,3.50e+01
6.00e+02,0.00e+00,1.08e+00,2.43e+00,7.28e+00,1.60e+01,3.60e+01
6.30e+02,8.27e-01,1.96e+00,2.43e+00,7.28e+00,1.70e+01,3.70e+01
6.60e+02,0.00e+00,9.31e-01,2.43e+00,7.28e+00,1.60e+01,3.70e+01
6.90e+02,6.58e-01,1.38e+00,2.43e+00,7.28e+00,1.70e+01,3.90e+01
7.20e+02,1.05e+00,1.75e+00,2.43e+00,7.28e+00,1.80e+01,4.10e+01
7.50e+02,9.31e-01,1.48e+00,2.43e+00,7.28e+00,1.80e+01,4.10e+01
7.80e+02,0.00e+00,1.07e+00,2.43e+00,7.28e+00,1.70e+01,4.10e+01
8.10e+02,3.56e-03,1.08e+00,2.43e+00,7.28e+00,1.80e+01,4.20e+01
8.40e+02,7.83e-01,1.84e+00,2.43e+00,7.28e+00,1.90e+01,4.30e+01
8.70e+02,1.05e+00,1.84e+00,2.43e+00,7.28e+00,2.00e+01,4.40e+01
9.00e+02,9.31e-01,1.11e+00,2.43e+00,7.28e+00,2.10e+01,4.50e+01
9.30e+02,9.39e-01,1.20e+00,2.43e+00,7.28e+00,1.90e+01,4.40e+01
9.60e+02,4.30e-01,1.08e+00,2.43e+00,7.28e+00,1.90e+01,4.40e+01
9.90e+02,1.08e+00,1.57e+00,2.43e+00,7.28e+00,2.10e+01,4.60e+01
1.02e+03,0.00e+00,9.11e-01,2.43e+00,7.28e+00,2.00e+01,4.60e+01
1.05e+03,8.29e-01,1.60e+00,2.43e+00,7.28e+00,2.20e+01,4.70e+01
1.08e+03,0.00e+00,1.08e+00,2.43e+00,7.28e+00,2.20e+01,4.80e+01
1.11e+03,1.08e+00,2.39e+00,2.43e+00,7.28e+00,2.20e+01,4.80e+01
1.14e+03,1.08e+00,1.60e+00,2.43e+00,7.28e+00,2.20e+01,4.80e+01
1.17e+03,0.00e+00,7.93e-01,2.43e+00,7.28e+00,2.20e+01,4.90e+01
1.20e+03,0.00e+00,8.06e-01,2.43e+00,7.28e+00,2.30e+01,5.00e+01
1.23e+03,0.00e+00,8.02e-01,2.43e+00,7.28e+00,2.30e+01,5.10e+01
1.26e+03,0.00e+00,0.00e+00,2.43e+00,7.28e+00,2.30e+01,5.15e+01
1.29e+03,0.00e+00,1.47e+00,2.43e+00,7.28e+00,2.30e+01,5.20e+01
1.32e+03,0.00e+00,8.06e-01,2.43e+00,7.28e+00,2.30e+01,4.90e+01
1.35e+03,0.00e+00,8.06e-01,2.43e+00,7.28e+00,2.40e+01,5.30e+01
1.38e+03,0.00e+00,8.06e-01,2.43e+00,7.28e+00,2.30e+01,4.90e+01
1.41e+03,0.00e+00,1.39e+00,2.43e+00,7.28e+00,2.40e+01,5.40e+01
1.44e+03,0.00e+00,2.06e+00,2.43e+00,7.28e+00,2.40e+01,4.95e+01
1.47e+03,0.00e+00,2.31e+00,2.43e+00,7.28e+00,2.50e+01,5.25e+01
1.50e+03,6.74e-01,1.42e+00,2.43e+00,7.28e+00,2.40e+01,5.00e+01
1.53e+03,5.62e-01,1.60e+00,2.43e+00,7.28e+00,2.40e+01,5.00e+01
1.56e+03,5.74e-01,2.29e+00,2.43e+00,7.28e+00,2.40e+01,5.05e+01
1.59e+03,6.38e-01,2.19e+00,2.43e+00,7.28e+00,2.50e+01,5.00e+01
1.62e+03,5.93e-01,1.53e+00,2.43e+00,7.28e+00,2.50e+01,5.00e+01
1.65e+03,5.80e-01,1.54e+00,2.43e+00,7.28e+00,2.50e+01,5.00e+01
1.68e+03,7.20e-01,2.18e+00,2.43e+00,7.28e+00,2.50e+01,5.10e+01
1.71e+03,5.90e-01,1.50e+00,2.43e+00,7.28e+00,2.50e+01,5.20e+01
1.74e+03,6.24e-01,1.54e+00,2.43e+00,7.28e+00,2.55e+01,5.20e+01
1.77e+03,7.19e-01,1.60e+00,2.43e+00,7.28e+00,2.50e+01,5.20e+01
1.80e+03,7.92e-01,2.43e+00,2.43e+00,4.87e+00,2.60e+01,5.30e+01
1.83e+03,7.92e-01,2.43e+00,2.43e+00,4.87e+00,2.60e+01,5.30e+01
