3.00e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.00e+01,2.00e+00
6.00e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.00e+01,3.00e+00
9.00e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.00e+01,1.00e+00
1.20e+02,0.00e+00,4.67e-02,4.67e-02,1.40e-01,1.10e+01,3.00e+00
1.50e+02,0.00e+00,4.67e-02,4.67e-02,1.40e-01,1.00e+01,2.00e+00
1.80e+02,2.34e-02,4.88e-01,4.88e-01,2.79e+00,1.10e+01,4.00e+00
2.10e+02,2.55e-01,9.75e-01,9.75e-01,2.79e+00,1.10e+01,4.00e+00
2.40e+02,4.88e-01,9.75e-01,9.75e-01,2.79e+00,1.10e+01,5.00e+00
2.70e+02,9.75e-01,1.00e+00,1.00e+00,2.79e+00,1.10e+01,6.00e+00
3.00e+02,8.59e-01,1.00e+00,1.00e+00,2.79e+00,1.15e+01,6.50e+00
3.30e+02,8.59e-01,9.95e-01,1.00e+00,2.79e+00,1.20e+01,7.00e+00
3.60e+02,9.14e-01,9.95e-01,1.00e+00,2.79e+00,1.10e+01,6.00e+00
3.90e+02,9.75e-01,9.98e-01,1.00e+00,2.79e+00,1.15e+01,6.00e+00
4.20e+02,8.12e-01,1.91e+00,1.91e+00,3.55e+00,1.20e+01,8.00e+00
4.50e+02,7.62e-01,1.43e+00,1.91e+00,3.55e+00,1.20e+01,9.00e+00
4.80e+02,1.09e+00,1.97e+00,1.97e+00,5.06e+00,1.30e+01,1.10e+01
5.10e+02,1.49e+00,2.32e+00,2.32e+00,3.55e+00,1.30e+01,1.00e+01
5.40e+02,1.36e+00,2.81e+00,2.81e+00,5.06e+00,1.30e+01,1.10e+01
5.70e+02,2.18e+00,3.10e+00,3.10e+00,5.06e+00,1.40e+01,1.30e+01
6.00e+02,1.89e+00,3.45e+00,3.45e+00,6.76e+00,1.50e+01,1.50e+01
6.30e+02,1.89e+00,3.45e+00,3.45e+00,6.76e+00,1.50e+01,1.50e+01
