0.00e+00,0.00e+00,9.00e+00,3.23e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,9.00e+00,3.70e+00,8.32e+00,9.00e+00,6.66e+00,1.33e+01,1.00e+01,6.70e+00,1.34e+01,1.00e+01,5.96e+00,1.34e+01,1.00e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,4.96e+00,9.92e+00,1.10e+01,6.61e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.89e+00,1.88e+01,1.20e+01,7.89e+00,1.88e+01,1.20e+01,7.68e+00,1.84e+01,1.30e+01,6.67e+00,1.84e+01,1.50e+01,8.48e+00,1.84e+01,1.60e+01
0.00e+00,0.00e+00,1.20e+01,3.06e+00,6.88e+00,8.00e+00,4.16e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,9.00e+00,6.70e+00,1.34e+01,1.00e+01,6.70e+00,1.34e+01,1.00e+01,5.96e+00,1.34e+01,1.00e+01,6.80e+00,1.36e+01,1.20e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.20e+01,5.79e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,8.45e+00,1.84e+01,1.30e+01,7.07e+00,1.88e+01,1.20e+01,8.46e+00,1.84e+01,1.50e+01,7.68e+00,1.84e+01,1.60e+01
0.00e+00,0.00e+00,1.30e+01,3.04e+00,6.83e+00,1.20e+01,4.16e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,9.00e+00,6.70e+00,1.34e+01,1.00e+01,5.96e+00,1.34e+01,1.10e+01,6.80e+00,1.36e+01,1.20e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.81e+00,1.88e+01,1.30e+01,7.68e+00,1.84e+01,1.40e+01,8.46e+00,1.84e+01,1.50e+01
0.00e+00,0.00e+00,1.60e+01,2.39e+00,4.78e+00,1.60e+01,4.16e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,9.00e+00,5.96e+00,1.34e+01,1.00e+01,6.70e+00,1.34e+01,1.00e+01,5.96e+00,1.34e+01,1.00e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.68e+00,1.84e+01,1.40e+01,7.68e+00,1.84e+01,1.50e+01,8.46e+00,1.84e+01,1.50e+01
0.00e+00,0.00e+00,1.40e+01,1.34e+00,2.67e+00,1.00e+01,3.44e+00,6.88e+00,8.00e+00,3.70e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,9.00e+00,5.92e+00,1.33e+01,1.00e+01,6.70e+00,1.34e+01,1.00e+01,6.70e+00,1.34e+01,1.00e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.90e+00,1.84e+01,1.40e+01,6.90e+00,1.84e+01,1.30e+01,8.70e+00,1.88e+01,1.20e+01
2.69e-01,1.07e+00,7.00e+00,1.28e+00,2.56e+00,1.50e+01,3.44e+00,6.88e+00,8.00e+00,4.16e+00,8.32e+00,9.00e+00,3.70e+00,8.32e+00,9.00e+00,5.92e+00,1.33e+01,1.00e+01,6.70e+00,1.34e+01,1.00e+01,6.70e+00,1.34e+01,1.00e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.30e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.20e+01,7.61e+00,1.84e+01,1.30e+01,8.65e+00,1.84e+01,1.60e+01
0.00e+00,0.00e+00,1.20e+01,2.13e+00,7.67e+00,1.50e+01,3.44e+00,6.88e+00,8.00e+00,4.16e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,9.00e+00,6.66e+00,1.33e+01,1.00e+01,5.96e+00,1.34e+01,1.00e+01,5.96e+00,1.34e+01,1.00e+01,5.59e+00,1.41e+01,1.30e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.30e+01,6.61e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.20e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.84e+01,1.40e+01
0.00e+00,0.00e+00,1.30e+01,2.69e-01,1.07e+00,7.00e+00,3.49e+00,7.14e+00,8.00e+00,4.16e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,9.00e+00,5.92e+00,1.33e+01,1.00e+01,5.96e+00,1.34e+01,1.00e+01,6.70e+00,1.34e+01,1.00e+01,6.95e+00,1.39e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.20e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,8.46e+00,1.84e+01,1.40e+01
8.00e-04,1.80e-03,1.60e+01,2.69e-01,6.91e-01,1.50e+01,3.44e+00,6.88e+00,8.00e+00,4.16e+00,8.32e+00,9.00e+00,4.16e+00,8.32e+00,1.10e+01,5.92e+00,1.33e+01,1.00e+01,5.18e+00,1.33e+01,1.00e+01,6.70e+00,1.34e+01,1.00e+01,6.95e+00,1.39e+01,1.20e+01,5.79e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.68e+00,1.84e+01,1.50e+01
0.00e+00,0.00e+00,1.30e+01,2.87e-01,8.62e-01,1.10e+01,3.44e+00,6.88e+00,8.00e+00,4.16e+00,8.32e+00,1.00e+01,4.16e+00,8.32e+00,9.00e+00,6.66e+00,1.33e+01,1.00e+01,6.66e+00,1.33e+01,1.00e+01,6.78e+00,1.39e+01,1.10e+01,6.80e+00,1.36e+01,1.30e+01,6.61e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,6.61e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.10e+01,7.44e+00,1.49e+01,1.20e+01,7.61e+00,1.84e+01,1.40e+01
