3.00e+01,0.00e+00,5.70e-01,5.70e-01,1.30e+01,2.50e+01
6.00e+01,4.09e-02,5.70e-01,5.70e-01,1.30e+01,2.60e+01
9.00e+01,3.07e-01,3.21e+00,3.21e+00,1.35e+01,2.65e+01
1.20e+02,0.00e+00,4.71e+00,4.71e+00,1.40e+01,2.95e+01
1.50e+02,1.66e+00,4.23e+00,4.71e+00,1.50e+01,3.20e+01
1.80e+02,0.00e+00,3.79e+00,4.71e+00,1.50e+01,3.30e+01
2.10e+02,0.00e+00,4.40e+00,4.71e+00,1.55e+01,3.55e+01
2.40e+02,3.27e-01,6.26e+00,6.18e+00,1.50e+01,3.30e+01
2.70e+02,8.24e-01,6.26e+00,6.24e+00,1.50e+01,3.30e+01
3.00e+02,1.41e-01,6.26e+00,6.26e+00,1.50e+01,3.40e+01
3.30e+02,0.00e+00,6.26e+00,6.26e+00,1.50e+01,3.50e+01
3.60e+02,3.43e+00,7.11e+00,7.11e+00,1.50e+01,3.60e+01
3.90e+02,1.64e+00,7.11e+00,7.11e+00,1.60e+01,3.70e+01
4.20e+02,2.61e+00,9.97e+00,9.90e+00,1.60e+01,3.70e+01
4.50e+02,2.77e+00,1.08e+01,1.07e+01,1.60e+01,3.50e+01
4.80e+02,3.14e+00,1.08e+01,1.08e+01,1.60e+01,3.65e+01
5.10e+02,3.55e+00,1.14e+01,1.14e+01,1.60e+01,4.20e+01
5.40e+02,2.07e+00,1.14e+01,1.14e+01,1.60e+01,3.95e+01
5.70e+02,3.21e+00,1.14e+01,1.14e+01,1.80e+01,4.50e+01
6.00e+02,0.00e+00,1.14e+01,1.14e+01,1.70e+01,4.10e+01
6.30e+02,2.75e+00,1.14e+01,1.14e+01,1.80e+01,4.55e+01
6.60e+02,4.96e+00,1.14e+01,1.14e+01,1.80e+01,4.60e+01
6.90e+02,4.06e+00,1.14e+01,1.14e+01,1.80e+01,4.60e+01
7.20e+02,3.44e+00,1.14e+01,1.14e+01,1.80e+01,4.50e+01
7.50e+02,3.55e+00,1.14e+01,1.14e+01,1.80e+01,4.50e+01
7.80e+02,4.29e+00,1.14e+01,1.14e+01,1.80e+01,4.60e+01
8.10e+02,6.91e+00,1.15e+01,1.15e+01,1.80e+01,4.45e+01
8.40e+02,5.85e+00,1.15e+01,1.15e+01,1.80e+01,4.55e+01
8.70e+02,5.92e+00,1.24e+01,1.24e+01,1.75e+01,4.60e+01
9.00e+02,4.35e+00,1.22e+01,1.24e+01,1.80e+01,4.75e+01
9.30e+02,4.48e+00,1.22e+01,1.24e+01,1.85e+01,4.65e+01
9.60e+02,5.75e+00,1.22e+01,1.24e+01,1.90e+01,4.75e+01
9.90e+02,8.92e+00,1.33e+01,1.31e+01,1.80e+01,4.80e+01
1.02e+03,3.81e+00,1.35e+01,1.35e+01,1.95e+01,4.90e+01
1.05e+03,2.99e+00,1.35e+01,1.35e+01,2.00e+01,5.10e+01
1.08e+03,2.97e+00,1.35e+01,1.35e+01,2.00e+01,5.10e+01
1.11e+03,4.34e+00,1.35e+01,1.35e+01,2.00e+01,5.00e+01
1.14e+03,3.26e+00,1.35e+01,1.35e+01,1.90e+01,5.00e+01
1.17e+03,7.55e+00,1.38e+01,1.38e+01,2.00e+01,5.00e+01
1.20e+03,8.04e+00,1.38e+01,1.38e+01,2.00e+01,5.00e+01
1.23e+03,4.45e+00,1.39e+01,1.39e+01,2.00e+01,5.10e+01
1.26e+03,3.57e+00,1.39e+01,1.39e+01,2.00e+01,5.10e+01
1.29e+03,5.41e+00,1.39e+01,1.39e+01,2.00e+01,5.20e+01
1.32e+03,2.01e+00,1.39e+01,1.39e+01,2.00e+01,5.25e+01
1.35e+03,3.92e+00,1.39e+01,1.39e+01,2.05e+01,5.20e+01
1.38e+03,4.55e+00,1.43e+01,1.39e+01,2.00e+01,5.20e+01
1.41e+03,4.36e+00,1.43e+01,1.43e+01,2.10e+01,5.20e+01
1.44e+03,8.16e+00,1.43e+01,1.43e+01,2.10e+01,5.20e+01
1.47e+03,3.54e+00,1.43e+01,1.43e+01,2.10e+01,5.20e+01
1.50e+03,3.08e+00,1.39e+01,1.43e+01,2.10e+01,5.30e+01
1.53e+03,3.90e+00,1.34e+01,1.43e+01,2.05e+01,5.30e+01
1.56e+03,3.55e+00,1.39e+01,1.43e+01,2.10e+01,5.40e+01
1.59e+03,3.34e+00,1.34e+01,1.43e+01,2.10e+01,5.45e+01
1.62e+03,3.17e+00,1.36e+01,1.43e+01,2.10e+01,5.40e+01
1.65e+03,2.91e+00,1.34e+01,1.43e+01,2.00e+01,5.40e+01
1.68e+03,3.63e+00,1.42e+01,1.43e+01,2.00e+01,5.40e+01
1.71e+03,5.23e+00,1.42e+01,1.43e+01,2.10e+01,5.50e+01
1.74e+03,2.89e+00,1.42e+01,1.43e+01,2.10e+01,5.50e+01
1.77e+03,2.39e+00,1.42e+01,1.43e+01,2.10e+01,5.50e+01
1.80e+03,4.96e+00,1.42e+01,1.43e+01,2.10e+01,5.50e+01
1.83e+03,4.11e+00,1.42e+01,1.43e+01,2.10e+01,5.50e+01
1.86e+03,5.23e+00,1.42e+01,1.43e+01,2.10e+01,5.60e+01
1.89e+03,3.53e+00,1.42e+01,1.43e+01,2.20e+01,5.70e+01
1.92e+03,3.50e+00,1.42e+01,1.43e+01,2.20e+01,5.80e+01
1.95e+03,3.14e+00,1.42e+01,1.43e+01,2.20e+01,5.60e+01
1.98e+03,5.01e+00,1.42e+01,1.43e+01,2.10e+01,5.60e+01
2.01e+03,2.45e+00,1.26e+01,1.43e+01,2.15e+01,5.60e+01
2.04e+03,3.25e+00,8.61e+00,1.43e+01,2.10e+01,5.70e+01
2.07e+03,4.05e+00,1.12e+01,1.43e+01,2.10e+01,5.60e+01
2.10e+03,2.47e+00,8.87e+00,1.43e+01,2.10e+01,5.60e+01
2.13e+03,5.66e-01,8.76e+00,1.43e+01,2.15e+01,5.60e+01
2.16e+03,1.87e+00,8.61e+00,1.43e+01,2.15e+01,5.70e+01
2.19e+03,1.53e+00,1.06e+01,1.43e+01,2.20e+01,5.70e+01
2.22e+03,2.75e+00,1.06e+01,1.43e+01,2.10e+01,5.70e+01
2.25e+03,2.61e+00,1.23e+01,1.43e+01,2.10e+01,5.60e+01
2.28e+03,6.82e+00,1.30e+01,1.43e+01,2.10e+01,5.60e+01
2.31e+03,3.72e+00,1.30e+01,1.43e+01,2.10e+01,5.70e+01
