0.00e+00,1.90e+01,0.00e+00,1.90e+01,0.00e+00,1.90e+01,0.00e+00,1.90e+01,4.03e+00,2.90e+01,3.43e+00,3.20e+01,5.68e+00,2.50e+01,5.68e+00,2.50e+01,3.39e+00,3.80e+01,5.68e+00,2.50e+01,8.15e+00,3.00e+01,8.15e+00,3.00e+01,1.07e+01,3.40e+01,8.15e+00,3.00e+01,2.02e+01,3.10e+01,2.02e+01,3.10e+01,2.02e+01,3.10e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01
7.37e-01,2.70e+01,2.69e+00,2.00e+01,1.92e+00,2.70e+01,0.00e+00,1.90e+01,3.02e+00,2.30e+01,4.06e+00,3.00e+01,5.35e+00,3.50e+01,5.35e+00,3.50e+01,5.68e+00,2.50e+01,4.64e+00,2.80e+01,5.68e+00,2.50e+01,7.34e+00,3.10e+01,9.79e+00,3.40e+01,1.90e+01,3.50e+01,1.90e+01,3.50e+01,1.90e+01,3.50e+01,2.04e+01,3.60e+01,2.04e+01,3.80e+01,2.04e+01,3.80e+01,2.04e+01,3.80e+01,2.04e+01,3.60e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01
0.00e+00,2.30e+01,0.00e+00,1.90e+01,0.00e+00,1.90e+01,2.94e+00,2.20e+01,2.94e+00,2.20e+01,1.34e+00,2.90e+01,2.03e+00,3.00e+01,4.64e+00,2.80e+01,0.00e+00,3.50e+01,3.20e+00,2.60e+01,2.54e+00,3.90e+01,7.20e+00,3.20e+01,8.27e+00,3.10e+01,1.07e+01,3.40e+01,1.85e+01,3.60e+01,1.77e+01,3.10e+01,2.00e+01,3.10e+01,2.02e+01,3.10e+01,2.04e+01,3.90e+01,2.04e+01,3.90e+01,2.04e+01,4.10e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,4.00e+01,1.89e+01,3.40e+01,2.04e+01,3.60e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,2.04e+01,3.50e+01,7.74e+00,3.40e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,1.86e+01,3.30e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01
0.00e+00,3.00e+01,2.88e+00,2.70e+01,2.69e+00,2.00e+01,2.69e+00,2.00e+01,2.69e+00,2.00e+01,3.74e+00,2.20e+01,3.94e+00,2.40e+01,3.94e+00,2.40e+01,4.64e+00,2.80e+01,1.83e+00,2.70e+01,4.64e+00,2.90e+01,6.36e+00,3.00e+01,8.15e+00,3.00e+01,8.27e+00,3.10e+01,1.58e+01,3.60e+01,1.85e+01,3.60e+01,1.90e+01,3.50e+01,2.00e+01,3.10e+01,2.02e+01,3.10e+01,2.03e+01,3.90e+01,2.04e+01,3.90e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.50e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.00e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.30e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,2.04e+01,3.70e+01,1.95e+01,3.90e+01,2.04e+01,3.90e+01,2.04e+01,3.70e+01,1.98e+01,3.30e+01,1.98e+01,3.40e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01,2.04e+01,3.60e+01
0.00e+00,2.70e+01,6.66e-01,2.20e+01,0.00e+00,2.20e+01,0.00e+00,2.30e+01,3.37e+00,2.30e+01,0.00e+00,3.30e+01,2.82e+00,3.70e+01,3.30e+00,4.00e+01,0.00e+00,3.10e+01,2.86e-01,2.80e+01,4.64e+00,3.10e+01,0.00e+00,3.70e+01,1.83e+00,3.60e+01,0.00e+00,3.60e+01,3.76e+00,3.10e+01,1.75e+01,3.70e+01,0.00e+00,3.30e+01,1.98e+01,3.90e+01,0.00e+00,4.00e+01,1.77e-01,4.30e+01,5.56e-01,4.20e+01,0.00e+00,3.90e+01,5.76e-02,3.50e+01,0.00e+00,4.30e+01,1.50e-01,3.50e+01,2.41e+00,3.90e+01,1.02e+00,3.60e+01,1.52e+01,3.70e+01,8.57e+00,4.40e+01,5.78e-01,4.00e+01,2.04e+01,3.30e+01,0.00e+00,3.60e+01,1.93e+01,3.60e+01,1.24e+01,3.90e+01,2.04e+01,3.30e+01,5.28e+00,3.90e+01,8.95e-01,3.40e+01,1.84e+01,4.00e+01,4.72e+00,3.70e+01,1.93e+01,3.50e+01,1.88e+01,3.60e+01,0.00e+00,3.60e+01,9.89e-01,4.00e+01,2.44e-01,4.20e+01,1.65e+01,3.40e+01,0.00e+00,3.90e+01,3.06e+00,3.60e+01,5.28e+00,3.90e+01,3.84e+00,4.10e+01,1.98e+01,3.30e+01,0.00e+00,4.00e+01,1.93e+01,3.50e+01,0.00e+00,3.50e+01,0.00e+00,3.80e+01,1.47e-02,3.80e+01,2.04e+01,4.00e+01,3.96e-01,3.90e+01,2.08e+00,3.60e+01,1.94e+01,4.00e+01,1.75e+01,3.30e+01,1.75e+01,3.30e+01
2.69e+00,2.00e+01,0.00e+00,2.50e+01,2.85e-01,2.70e+01,0.00e+00,2.30e+01,1.71e+00,2.90e+01,5.68e+00,2.50e+01,1.87e+00,3.10e+01,3.37e+00,2.70e+01,7.93e-01,2.60e+01,3.59e+00,3.30e+01,1.19e+00,2.70e+01,5.83e+00,3.00e+01,8.03e+00,3.60e+01,4.85e+00,3.10e+01,9.72e-01,3.90e+01,2.00e+01,3.10e+01,0.00e+00,3.30e+01,0.00e+00,3.90e+01,1.54e+01,3.80e+01,0.00e+00,3.60e+01,1.89e+01,3.60e+01,1.45e+01,3.80e+01,0.00e+00,3.90e+01,1.72e+00,3.60e+01,2.01e+01,4.10e+01,1.50e+01,3.30e+01,1.47e-01,3.80e+01,1.55e-01,3.70e+01,1.93e+01,3.70e+01,0.00e+00,4.30e+01,0.00e+00,3.50e+01,0.00e+00,4.00e+01,0.00e+00,4.30e+01,1.91e-03,4.00e+01,4.56e+00,3.90e+01,1.34e+01,3.50e+01,1.42e+01,3.80e+01,1.72e+01,3.40e+01,5.18e+00,4.10e+01,0.00e+00,3.60e+01,9.39e+00,3.60e+01,2.04e+01,3.80e+01,0.00e+00,3.50e+01,7.77e+00,3.50e+01,0.00e+00,4.10e+01,1.86e+01,3.70e+01,1.51e+01,3.80e+01,4.72e-01,3.70e+01,1.54e+01,3.50e+01,3.40e+00,3.60e+01,1.65e+01,3.60e+01,0.00e+00,3.60e+01,1.17e+00,3.90e+01,1.87e+01,3.40e+01,1.76e+01,3.50e+01,1.90e+01,3.70e+01,2.41e+00,3.70e+01,2.41e+00,3.60e+01,0.00e+00,3.60e+01,1.78e+01,3.80e+01,1.78e+01,3.80e+01
0.00e+00,2.20e+01,3.16e-01,2.20e+01,0.00e+00,2.00e+01,0.00e+00,2.20e+01,7.91e-01,2.80e+01,2.88e-01,3.40e+01,9.95e-02,3.60e+01,0.00e+00,2.90e+01,0.00e+00,2.80e+01,4.64e+00,2.90e+01,0.00e+00,3.30e+01,0.00e+00,3.30e+01,8.19e-01,3.60e+01,6.89e+00,3.50e+01,5.34e+00,4.10e+01,0.00e+00,3.80e+01,2.04e+01,3.80e+01,4.14e-01,4.00e+01,1.38e+01,3.70e+01,0.00e+00,3.40e+01,2.33e+00,4.10e+01,0.00e+00,3.30e+01,0.00e+00,4.10e+01,1.72e+01,4.20e+01,8.29e+00,3.80e+01,0.00e+00,3.60e+01,7.74e+00,3.70e+01,8.21e+00,3.60e+01,1.66e+01,4.00e+01,2.00e+01,3.30e+01,1.68e+01,3.50e+01,0.00e+00,3.90e+01,3.13e+00,3.90e+01,0.00e+00,3.60e+01,0.00e+00,3.60e+01,1.84e+01,3.90e+01,0.00e+00,4.10e+01,4.05e-01,4.00e+01,1.51e+00,3.40e+01,0.00e+00,4.10e+01,1.93e+01,3.70e+01,8.83e+00,3.60e+01,0.00e+00,3.60e+01,0.00e+00,3.70e+01,6.52e-03,4.00e+01,0.00e+00,3.80e+01,1.95e+01,3.90e+01,0.00e+00,3.60e+01,0.00e+00,3.60e+01,3.41e+00,3.80e+01,0.00e+00,3.90e+01,2.04e+01,3.60e+01,1.89e+01,3.80e+01,0.00e+00,4.00e+01,5.76e+00,3.60e+01,9.65e+00,3.40e+01,1.16e+01,4.30e+01,0.00e+00,3.60e+01,5.19e-02,3.60e+01,1.63e+01,4.10e+01,1.63e+01,4.10e+01
0.00e+00,2.30e+01,1.73e+00,2.80e+01,0.00e+00,2.40e+01,3.43e-01,2.80e+01,2.85e-01,3.00e+01,5.61e-02,3.40e+01,0.00e+00,3.00e+01,0.00e+00,3.10e+01,7.55e-01,4.10e+01,3.37e+00,2.60e+01,0.00e+00,3.40e+01,2.69e-01,3.60e+01,1.75e+01,3.70e+01,1.97e+00,4.10e+01,0.00e+00,3.30e+01,1.32e+00,4.00e+01,0.00e+00,3.40e+01,0.00e+00,3.60e+01,1.93e+01,3.90e+01,2.83e+00,3.80e+01,6.91e+00,4.10e+01,8.29e-02,3.90e+01,0.00e+00,3.50e+01,1.89e+01,3.70e+01,1.56e+00,4.60e+01,0.00e+00,3.50e+01,2.04e+01,3.70e+01,2.60e+00,4.10e+01,1.43e+01,3.60e+01,3.63e+00,3.70e+01,1.96e+01,4.00e+01,0.00e+00,4.30e+01,1.06e+01,3.40e+01,2.04e+01,3.80e+01,1.98e+01,3.30e+01,1.83e+01,3.30e+01,2.02e+00,3.50e+01,6.52e+00,4.00e+01,0.00e+00,3.60e+01,2.19e+00,3.80e+01,4.16e-15,4.10e+01,1.93e+01,3.40e+01,2.41e+00,3.90e+01,1.07e+01,3.80e+01,1.65e-01,4.30e+01,2.13e+00,4.10e+01,1.77e+00,4.00e+01,2.41e+00,3.90e+01,0.00e+00,4.20e+01,1.25e+01,3.60e+01,3.82e-01,3.60e+01,1.66e+01,3.60e+01,3.09e+00,3.50e+01,1.94e+01,3.40e+01,2.41e+00,3.70e+01,2.41e+00,4.20e+01,5.19e-02,3.40e+01,1.48e+01,3.70e+01,1.57e+00,3.70e+01,7.74e+00,4.20e+01,7.74e+00,4.20e+01
0.00e+00,2.90e+01,0.00e+00,2.30e+01,2.94e+00,2.20e+01,0.00e+00,2.50e+01,9.42e-01,2.50e+01,3.02e+00,3.30e+01,3.41e+00,2.60e+01,1.07e+00,2.90e+01,1.83e+00,2.70e+01,3.66e+00,2.90e+01,2.31e+00,3.20e+01,8.79e-01,3.20e+01,3.22e+00,3.10e+01,3.66e-01,3.30e+01,0.00e+00,3.30e+01,0.00e+00,3.60e+01,0.00e+00,3.90e+01,2.13e+00,4.00e+01,0.00e+00,4.30e+01,1.52e+01,3.70e+01,2.00e+01,4.10e+01,0.00e+00,4.00e+01,9.17e-01,3.90e+01,1.75e+01,3.70e+01,2.41e+00,4.30e+01,2.90e-01,3.50e+01,1.15e+00,3.90e+01,5.70e-02,4.00e+01,2.04e+01,3.70e+01,2.72e+00,3.60e+01,1.79e+01,3.60e+01,2.41e+00,3.50e+01,1.25e+01,3.50e+01,1.76e+01,3.80e+01,3.42e+00,3.40e+01,5.19e-02,3.30e+01,1.54e+01,3.30e+01,0.00e+00,4.10e+01,1.35e+01,4.00e+01,0.00e+00,3.80e+01,0.00e+00,3.50e+01,1.55e+01,3.40e+01,2.03e+01,3.40e+01,6.78e-01,3.60e+01,1.80e+01,3.50e+01,1.84e+01,4.30e+01,6.85e-01,3.50e+01,2.89e+00,3.60e+01,1.72e+01,4.10e+01,2.07e+00,3.70e+01,5.35e+00,3.40e+01,3.42e+00,3.70e+01,1.58e+01,3.60e+01,1.72e+01,4.00e+01,1.68e+01,4.00e+01,7.13e+00,3.60e+01,1.90e+01,3.80e+01,2.13e+00,3.70e+01,1.57e+01,3.50e+01,7.68e-02,4.10e+01,7.68e-02,4.10e+01
0.00e+00,2.30e+01,1.18e+00,2.70e+01,2.65e+00,2.80e+01,0.00e+00,2.50e+01,3.51e+00,3.00e+01,0.00e+00,2.60e+01,7.20e-01,3.70e+01,0.00e+00,4.00e+01,2.94e+00,3.80e+01,0.00e+00,2.70e+01,3.55e-01,2.70e+01,0.00e+00,3.40e+01,3.95e-01,3.30e+01,1.85e+01,3.60e+01,1.23e+01,3.30e+01,1.05e+00,3.40e+01,1.93e+01,3.80e+01,3.42e+00,3.80e+01,2.41e+00,4.00e+01,0.00e+00,4.00e+01,1.15e+00,4.20e+01,1.48e+01,3.30e+01,1.29e+01,4.00e+01,1.25e+01,3.90e+01,0.00e+00,3.50e+01,1.41e+01,3.40e+01,2.33e+00,3.60e+01,1.49e-01,3.40e+01,4.12e-01,4.10e+01,5.54e-01,3.90e+01,0.00e+00,3.70e+01,2.35e+00,3.40e+01,2.07e-01,3.90e+01,0.00e+00,3.70e+01,1.11e+01,3.80e+01,0.00e+00,4.00e+01,0.00e+00,3.60e+01,3.40e+00,3.80e+01,2.73e+00,3.90e+01,1.75e+01,3.30e+01,7.74e+00,3.70e+01,2.41e+00,3.50e+01,9.52e+00,3.70e+01,1.61e+01,3.60e+01,0.00e+00,3.70e+01,1.08e+01,4.10e+01,1.49e-01,3.70e+01,1.58e+01,4.10e+01,9.94e+00,3.50e+01,1.51e+00,3.50e+01,0.00e+00,4.00e+01,1.34e+01,3.30e+01,3.50e+00,3.90e+01,1.81e+01,3.40e+01,2.04e+01,3.70e+01,0.00e+00,3.60e+01,1.19e+01,3.50e+01,1.29e+01,3.60e+01,1.89e+00,3.90e+01,8.21e+00,3.50e+01,8.21e+00,3.50e+01
