0.00e+00,3.00e+00
0.00e+00,2.00e+00
0.00e+00,2.00e+00
0.00e+00,3.00e+00
0.00e+00,3.00e+00
0.00e+00,1.00e+00
8.55e-01,4.00e+00
0.00e+00,5.00e+00
0.00e+00,3.00e+00
0.00e+00,3.00e+00
0.00e+00,2.00e+00
0.00e+00,2.00e+00
0.00e+00,1.00e+00
0.00e+00,3.00e+00
0.00e+00,4.00e+00
0.00e+00,4.00e+00
0.00e+00,3.00e+00
0.00e+00,4.00e+00
0.00e+00,3.00e+00
0.00e+00,3.00e+00
8.02e-01,5.00e+00
0.00e+00,4.00e+00
0.00e+00,4.00e+00
0.00e+00,3.00e+00
0.00e+00,4.00e+00
0.00e+00,4.00e+00
0.00e+00,3.00e+00
0.00e+00,3.00e+00
0.00e+00,5.00e+00
0.00e+00,1.00e+00
0.00e+00,4.00e+00
0.00e+00,2.00e+00
0.00e+00,3.00e+00
0.00e+00,1.00e+00
0.00e+00,1.00e+00
0.00e+00,2.00e+00
0.00e+00,1.00e+00
0.00e+00,3.00e+00
0.00e+00,4.00e+00
0.00e+00,3.00e+00
0.00e+00,3.00e+00
1.20e-01,4.00e+00
0.00e+00,3.00e+00
0.00e+00,2.00e+00
0.00e+00,4.00e+00
0.00e+00,4.00e+00
1.58e+00,5.00e+00
0.00e+00,2.00e+00
8.55e-01,3.00e+00
0.00e+00,3.00e+00
0.00e+00,4.00e+00
0.00e+00,2.00e+00
0.00e+00,3.00e+00
0.00e+00,2.00e+00
0.00e+00,2.00e+00
0.00e+00,4.00e+00
0.00e+00,3.00e+00
0.00e+00,0.00e+00
0.00e+00,2.00e+00
0.00e+00,3.00e+00
