0.00e+00,0.00e+00,3.00e+00,5.01e-01,1.00e+00,3.00e+00,1.54e+00,3.07e+00,5.00e+00,1.54e+00,3.07e+00,5.00e+00,1.54e+00,3.07e+00,5.00e+00,6.03e+00,1.21e+01,8.00e+00,6.03e+00,1.21e+01,8.00e+00,6.03e+00,1.21e+01,8.00e+00,6.26e+00,1.41e+01,9.00e+00,7.04e+00,1.41e+01,9.00e+00,7.04e+00,1.41e+01,9.00e+00,7.04e+00,1.41e+01,9.00e+00,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01
0.00e+00,0.00e+00,2.00e+00,2.38e-01,4.76e-01,3.00e+00,5.01e-01,1.00e+00,3.00e+00,1.54e+00,3.07e+00,6.00e+00,1.83e+00,3.66e+00,7.00e+00,1.83e+00,3.66e+00,7.00e+00,1.83e+00,3.66e+00,7.00e+00,6.03e+00,1.21e+01,8.00e+00,5.36e+00,1.21e+01,8.00e+00,7.04e+00,1.41e+01,1.00e+01,7.04e+00,1.41e+01,9.00e+00,7.04e+00,1.41e+01,9.00e+00,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01
0.00e+00,0.00e+00,1.00e+00,1.09e-01,2.45e-01,3.00e+00,5.01e-01,1.00e+00,3.00e+00,1.54e+00,3.07e+00,5.00e+00,1.54e+00,3.07e+00,5.00e+00,1.83e+00,3.66e+00,7.00e+00,1.83e+00,3.66e+00,7.00e+00,6.03e+00,1.21e+01,8.00e+00,5.36e+00,1.21e+01,8.00e+00,7.04e+00,1.41e+01,1.00e+01,7.04e+00,1.41e+01,9.00e+00,7.04e+00,1.41e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.20e+01,6.37e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.40e+01,7.17e+00,1.43e+01,1.40e+01
0.00e+00,0.00e+00,5.00e+00,7.10e-02,1.42e-01,4.00e+00,5.01e-01,1.00e+00,3.00e+00,1.54e+00,3.07e+00,5.00e+00,1.54e+00,3.07e+00,5.00e+00,1.83e+00,3.66e+00,8.00e+00,6.03e+00,1.21e+01,8.00e+00,6.03e+00,1.21e+01,8.00e+00,5.36e+00,1.21e+01,8.00e+00,7.04e+00,1.41e+01,9.00e+00,7.04e+00,1.41e+01,1.10e+01,7.04e+00,1.41e+01,1.00e+01,7.04e+00,1.41e+01,9.00e+00,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.10e+01,6.37e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.50e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01
0.00e+00,0.00e+00,2.00e+00,5.01e-01,1.00e+00,3.00e+00,1.54e+00,3.07e+00,5.00e+00,1.02e+00,2.04e+00,6.00e+00,1.54e+00,3.07e+00,5.00e+00,1.83e+00,3.66e+00,7.00e+00,6.03e+00,1.21e+01,9.00e+00,9.14e-01,5.21e+00,1.00e+01,1.75e+00,3.94e+00,9.00e+00,7.04e+00,1.41e+01,1.00e+01,7.04e+00,1.41e+01,1.00e+01,7.04e+00,1.41e+01,9.00e+00,7.17e+00,1.43e+01,1.10e+01,4.80e+00,9.60e+00,1.20e+01,7.17e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.00e+01,3.80e-01,8.55e-01,1.20e+01,5.38e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.30e+01,5.97e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.10e+01,7.29e-01,1.46e+00,1.40e+01,1.67e+00,4.00e+00,1.20e+01,5.38e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.40e+01
0.00e+00,0.00e+00,4.00e+00,5.01e-01,1.00e+00,3.00e+00,1.37e+00,3.07e+00,5.00e+00,1.68e-01,6.21e-01,7.00e+00,1.54e+00,3.07e+00,5.00e+00,6.03e+00,1.21e+01,8.00e+00,1.63e+00,3.66e+00,7.00e+00,3.48e+00,7.11e+00,1.00e+01,6.03e+00,1.21e+01,1.00e+01,2.96e+00,1.41e+01,1.10e+01,7.04e+00,1.41e+01,9.00e+00,7.04e+00,1.41e+01,1.00e+01,6.61e+00,1.46e+01,1.20e+01,2.66e+00,5.33e+00,1.20e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.10e+01,3.78e+00,1.31e+01,1.30e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,1.53e+00,3.05e+00,1.20e+01,6.37e+00,1.43e+01,1.10e+01,7.04e+00,1.41e+01,1.20e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.10e+01
9.52e-02,2.45e-01,3.00e+00,3.99e-01,7.98e-01,4.00e+00,1.37e+00,3.07e+00,7.00e+00,1.54e+00,3.07e+00,5.00e+00,1.54e+00,3.07e+00,5.00e+00,6.03e+00,1.21e+01,8.00e+00,6.13e-02,1.30e-01,8.00e+00,6.03e+00,1.21e+01,8.00e+00,2.27e-01,4.54e-01,9.00e+00,7.04e+00,1.41e+01,1.00e+01,7.04e+00,1.41e+01,9.00e+00,6.34e+00,1.27e+01,1.00e+01,4.75e+00,9.49e+00,1.10e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.10e+01,6.37e+00,1.43e+01,1.10e+01,1.89e+00,5.73e+00,1.20e+01,3.99e-01,7.98e-01,1.30e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,6.92e+00,1.38e+01,1.20e+01,6.37e+00,1.43e+01,1.20e+01,5.97e+00,1.43e+01,1.40e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.20e+01
0.00e+00,0.00e+00,3.00e+00,1.22e-01,2.45e-01,4.00e+00,4.46e-01,1.00e+00,3.00e+00,1.37e+00,3.07e+00,5.00e+00,1.54e+00,3.07e+00,7.00e+00,3.02e-02,6.05e-02,9.00e+00,1.63e+00,3.66e+00,7.00e+00,6.03e+00,1.21e+01,8.00e+00,4.40e+00,9.47e+00,9.00e+00,7.04e+00,1.41e+01,1.00e+01,7.04e+00,1.41e+01,9.00e+00,7.04e+00,1.41e+01,9.00e+00,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,6.37e+00,1.43e+01,1.10e+01,8.35e-02,1.88e-01,1.40e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.10e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.30e+01,6.37e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.10e+01,6.56e+00,1.31e+01,1.20e+01
5.52e-02,1.42e-01,4.00e+00,0.00e+00,0.00e+00,4.00e+00,4.46e-01,1.00e+00,5.00e+00,1.54e+00,3.07e+00,7.00e+00,1.54e+00,3.07e+00,5.00e+00,1.83e+00,3.66e+00,8.00e+00,3.40e+00,7.66e+00,9.00e+00,6.03e+00,1.21e+01,8.00e+00,1.04e+00,3.00e+00,1.00e+01,7.04e+00,1.41e+01,1.00e+01,5.24e+00,1.05e+01,1.00e+01,5.94e+00,1.29e+01,1.10e+01,3.17e+00,7.08e+00,1.10e+01,7.17e+00,1.43e+01,1.10e+01,5.61e+00,1.24e+01,1.10e+01,6.56e+00,1.31e+01,1.10e+01,6.37e+00,1.43e+01,1.30e+01,6.37e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.10e+01,2.20e+00,1.32e+01,1.30e+01,7.17e+00,1.43e+01,1.20e+01,3.36e+00,9.49e+00,1.30e+01,4.28e-01,8.55e-01,1.20e+01,3.69e+00,1.21e+01,1.30e+01,4.14e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.30e+01,7.17e+00,1.43e+01,1.20e+01,7.17e+00,1.43e+01,1.40e+01
0.00e+00,0.00e+00,1.00e+00,7.10e-02,1.42e-01,6.00e+00,6.25e-01,2.32e+00,7.00e+00,1.37e+00,3.07e+00,5.00e+00,1.83e+00,3.66e+00,8.00e+00,4.63e+00,1.21e+01,9.00e+00,6.03e+00,1.21e+01,8.00e+00,6.03e+00,1.21e+01,8.00e+00,6.03e+00,1.21e+01,8.00e+00,1.81e+00,3.61e+00,1.00e+01,7.04e+00,1.41e+01,1.00e+01,7.04e+00,1.41e+01,9.00e+00,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.00e+01,7.17e+00,1.43e+01,1.10e+01,6.37e+00,1.43e+01,1.10e+01,6.37e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.30e+01,3.36e+00,9.49e+00,1.50e+01,3.27e+00,7.71e+00,1.20e+01,3.32e+00,7.86e+00,1.20e+01,1.50e+00,3.00e+00,1.20e+01,7.17e+00,1.43e+01,1.10e+01,7.17e+00,1.43e+01,1.20e+01,5.83e+00,1.31e+01,1.20e+01,7.17e+00,1.43e+01,1.10e+01,7.04e+00,1.41e+01,1.20e+01,7.17e+00,1.43e+01,1.40e+01
