9.60e+01,0.00e+00,4.16e+00,4.16e+00,8.32e+00,9.00e+00,1.15e+01
1.92e+02,8.60e-01,4.16e+00,4.16e+00,8.32e+00,9.00e+00,1.20e+01
2.88e+02,3.44e+00,4.16e+00,4.16e+00,8.32e+00,9.00e+00,9.00e+00
3.84e+02,4.16e+00,6.66e+00,6.48e+00,1.33e+01,9.00e+00,9.00e+00
4.80e+02,4.16e+00,6.70e+00,6.70e+00,1.34e+01,9.00e+00,1.00e+01
5.76e+02,5.92e+00,6.70e+00,6.70e+00,1.34e+01,9.00e+00,1.00e+01
6.72e+02,5.96e+00,7.44e+00,6.71e+00,1.49e+01,9.00e+00,1.00e+01
7.68e+02,6.21e+00,7.44e+00,7.13e+00,1.49e+01,9.00e+00,1.10e+01
8.64e+02,5.98e+00,7.44e+00,7.44e+00,1.49e+01,1.00e+01,1.20e+01
9.60e+02,6.61e+00,7.44e+00,7.44e+00,1.49e+01,9.00e+00,1.10e+01
1.06e+03,6.61e+00,7.44e+00,7.44e+00,1.49e+01,9.00e+00,1.20e+01
1.15e+03,6.92e+00,7.44e+00,7.44e+00,1.49e+01,9.00e+00,1.10e+01
1.25e+03,6.61e+00,7.44e+00,7.44e+00,1.49e+01,9.00e+00,1.10e+01
1.34e+03,6.61e+00,7.89e+00,7.89e+00,1.88e+01,9.00e+00,1.10e+01
1.44e+03,6.61e+00,7.89e+00,7.89e+00,1.88e+01,9.00e+00,1.20e+01
1.54e+03,6.61e+00,8.45e+00,8.45e+00,1.84e+01,1.00e+01,1.20e+01
1.63e+03,6.85e+00,7.69e+00,8.45e+00,1.84e+01,1.00e+01,1.20e+01
1.73e+03,6.61e+00,8.48e+00,8.48e+00,1.84e+01,1.00e+01,1.30e+01
1.82e+03,7.39e+00,9.92e+00,9.92e+00,1.84e+01,1.25e+01,1.50e+01
