9.60e+01,0.00e+00,4.47e+00,4.47e+00,1.30e+01,2.40e+01
1.92e+02,3.53e-01,5.53e+00,5.61e+00,1.30e+01,2.70e+01
2.88e+02,5.59e-01,7.21e+00,7.21e+00,1.30e+01,2.60e+01
3.84e+02,2.21e+00,8.98e+00,8.98e+00,1.40e+01,3.00e+01
4.80e+02,2.67e+00,9.34e+00,9.34e+00,1.40e+01,3.20e+01
5.76e+02,3.57e+00,1.10e+01,1.10e+01,1.40e+01,3.30e+01
6.72e+02,4.01e+00,1.10e+01,1.10e+01,1.40e+01,3.30e+01
7.68e+02,3.38e+00,9.22e+00,1.10e+01,1.30e+01,3.30e+01
8.64e+02,4.13e+00,1.06e+01,1.10e+01,1.40e+01,3.50e+01
9.60e+02,2.50e+00,1.05e+01,1.10e+01,1.40e+01,3.30e+01
1.06e+03,2.83e+00,9.68e+00,1.10e+01,1.40e+01,3.30e+01
1.15e+03,3.48e+00,9.50e+00,1.10e+01,1.40e+01,3.40e+01
1.25e+03,3.19e+00,1.10e+01,1.10e+01,1.40e+01,3.50e+01
1.34e+03,4.62e+00,1.45e+01,1.89e+01,1.50e+01,3.70e+01
1.44e+03,5.54e+00,1.89e+01,1.89e+01,1.40e+01,3.70e+01
1.54e+03,6.03e+00,1.93e+01,1.93e+01,1.40e+01,3.80e+01
1.63e+03,1.40e+01,1.93e+01,1.93e+01,1.50e+01,3.90e+01
1.73e+03,1.05e+01,1.93e+01,1.93e+01,1.50e+01,3.90e+01
1.82e+03,1.15e+01,1.93e+01,1.93e+01,1.50e+01,4.00e+01
1.92e+03,8.46e+00,2.08e+01,2.08e+01,1.50e+01,4.10e+01
2.02e+03,9.60e+00,2.08e+01,2.08e+01,1.50e+01,4.10e+01
2.11e+03,9.18e+00,2.09e+01,2.09e+01,1.50e+01,4.10e+01
2.21e+03,1.12e+01,2.09e+01,2.09e+01,1.50e+01,4.10e+01
2.30e+03,1.36e+01,2.09e+01,2.09e+01,1.50e+01,4.20e+01
2.40e+03,7.81e+00,2.10e+01,2.10e+01,1.50e+01,4.20e+01
2.50e+03,1.33e+01,2.10e+01,2.10e+01,1.60e+01,4.20e+01
2.59e+03,1.42e+01,2.10e+01,2.10e+01,1.60e+01,4.20e+01
2.69e+03,1.40e+01,2.13e+01,2.13e+01,1.60e+01,4.20e+01
2.78e+03,1.51e+01,2.13e+01,2.13e+01,1.60e+01,4.20e+01
2.88e+03,1.64e+01,2.13e+01,2.13e+01,1.60e+01,4.30e+01
2.98e+03,1.64e+01,2.13e+01,2.13e+01,1.60e+01,4.30e+01
