3.00e+01,0.00e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.30e+01
6.00e+01,1.40e+00,6.45e+00,7.25e+00,1.45e+01,9.00e+00,1.40e+01
9.00e+01,2.62e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.45e+01
1.20e+02,2.89e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.50e+01
1.50e+02,1.61e+00,7.25e+00,7.25e+00,1.45e+01,9.50e+00,1.60e+01
1.80e+02,3.22e+00,7.25e+00,7.25e+00,1.45e+01,1.00e+01,1.60e+01
2.10e+02,2.70e+00,6.45e+00,7.25e+00,1.45e+01,9.00e+00,1.50e+01
2.40e+02,2.42e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.50e+01
2.70e+02,2.42e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.60e+01
3.00e+02,2.42e+00,6.45e+00,7.25e+00,1.45e+01,9.00e+00,1.50e+01
3.30e+02,4.03e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.50e+01
3.60e+02,3.41e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.55e+01
3.90e+02,3.33e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.60e+01
4.20e+02,3.22e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.50e+01
4.50e+02,3.22e+00,7.25e+00,7.25e+00,1.45e+01,1.00e+01,1.60e+01
4.80e+02,3.22e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.60e+01
5.10e+02,3.32e+00,6.45e+00,7.25e+00,1.45e+01,9.50e+00,1.60e+01
5.40e+02,2.80e+00,7.25e+00,7.25e+00,1.45e+01,1.00e+01,1.60e+01
5.70e+02,3.22e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.60e+01
6.00e+02,3.22e+00,6.52e+00,7.25e+00,1.45e+01,1.00e+01,1.60e+01
6.30e+02,2.49e+00,6.45e+00,7.25e+00,1.45e+01,9.00e+00,1.50e+01
6.60e+02,4.06e+00,6.45e+00,7.25e+00,1.45e+01,9.00e+00,1.50e+01
6.90e+02,4.03e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.50e+01
7.20e+02,3.63e+00,7.25e+00,7.25e+00,1.45e+01,9.00e+00,1.60e+01
7.50e+02,4.03e+00,7.25e+00,7.25e+00,1.45e+01,1.00e+01,1.60e+01
7.80e+02,4.03e+00,7.25e+00,7.25e+00,1.45e+01,1.00e+01,1.60e+01
8.10e+02,3.32e+00,6.45e+00,7.25e+00,1.45e+01,1.00e+01,1.65e+01
8.40e+02,3.23e+00,6.45e+00,7.25e+00,1.45e+01,1.10e+01,1.70e+01
8.70e+02,4.03e+00,7.25e+00,7.25e+00,1.45e+01,1.10e+01,1.80e+01
9.00e+02,3.40e+00,6.45e+00,7.25e+00,1.45e+01,1.20e+01,1.90e+01
9.30e+02,2.38e+00,7.25e+00,7.25e+00,1.45e+01,1.20e+01,1.90e+01
9.60e+02,2.34e+00,6.45e+00,7.25e+00,1.45e+01,1.20e+01,1.90e+01
9.90e+02,1.21e+00,7.25e+00,7.25e+00,1.45e+01,1.20e+01,2.00e+01
1.02e+03,8.07e-01,5.25e+00,7.25e+00,1.45e+01,1.30e+01,2.20e+01
1.05e+03,1.61e+00,7.25e+00,7.25e+00,1.45e+01,1.35e+01,2.25e+01
1.08e+03,2.05e+00,7.25e+00,7.25e+00,1.45e+01,1.30e+01,2.10e+01
1.11e+03,2.02e+00,7.25e+00,7.25e+00,1.45e+01,1.40e+01,2.25e+01
1.14e+03,3.23e+00,7.25e+00,7.25e+00,1.45e+01,1.35e+01,2.15e+01
