1.87e-02,1.12e-01,3.00e+00,0.00e+00,0.00e+00,0.00e+00,1.35e-01,4.06e-01,4.00e+00,1.64e+00,4.92e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,1.64e+00,4.92e+00,6.00e+00,1.64e+00,4.92e+00,6.00e+00,1.64e+00,9.85e+00,4.00e+00,1.64e+00,4.92e+00,4.00e+00,0.00e+00,0.00e+00,6.00e+00,1.64e+00,9.85e+00,6.00e+00,1.64e+00,9.85e+00,7.00e+00,1.64e+00,4.92e+00,4.00e+00,6.26e+00,1.70e+01,7.00e+00,6.26e+00,1.70e+01,7.00e+00,6.26e+00,1.70e+01,7.00e+00,8.52e+00,1.70e+01,9.00e+00,8.52e+00,1.70e+01,9.00e+00,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.44e+00,1.89e+01,1.10e+01,9.44e+00,1.89e+01,1.10e+01,9.44e+00,1.89e+01,1.10e+01,9.44e+00,1.89e+01,1.10e+01,9.44e+00,1.89e+01,1.10e+01
0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,1.00e+00,3.14e-02,1.88e-01,3.00e+00,1.40e-01,4.31e-01,5.00e+00,2.46e+00,9.85e+00,4.00e+00,1.64e+00,9.85e+00,4.00e+00,0.00e+00,0.00e+00,4.00e+00,8.21e-01,4.92e+00,6.00e+00,1.64e+00,4.92e+00,4.00e+00,8.21e-01,4.92e+00,6.00e+00,1.64e+00,9.85e+00,5.00e+00,8.21e-01,4.92e+00,8.00e+00,8.21e-01,4.92e+00,5.00e+00,1.64e+00,9.85e+00,5.00e+00,6.26e+00,1.70e+01,8.00e+00,6.26e+00,1.70e+01,8.00e+00,8.52e+00,1.70e+01,8.00e+00,8.52e+00,1.70e+01,9.00e+00,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.50e+01,9.43e+00,1.89e+01,1.50e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.44e+00,1.89e+01,1.20e+01,9.44e+00,1.89e+01,1.20e+01,9.44e+00,1.89e+01,1.50e+01,9.44e+00,1.89e+01,1.50e+01
0.00e+00,0.00e+00,2.00e+00,9.41e-02,3.77e-01,3.00e+00,1.11e-01,4.45e-01,5.00e+00,3.39e-01,1.02e+00,4.00e+00,1.35e-01,4.06e-01,6.00e+00,1.64e+00,9.85e+00,4.00e+00,8.21e-01,4.92e+00,6.00e+00,1.64e+00,9.85e+00,7.00e+00,0.00e+00,0.00e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,4.89e-01,2.93e+00,7.00e+00,2.46e+00,9.85e+00,6.00e+00,1.64e+00,4.92e+00,4.00e+00,8.21e-01,4.92e+00,6.00e+00,2.46e+00,9.85e+00,6.00e+00,6.26e+00,1.70e+01,8.00e+00,6.26e+00,1.70e+01,7.00e+00,8.52e+00,1.70e+01,9.00e+00,8.52e+00,1.70e+01,9.00e+00,9.43e+00,1.89e+01,1.30e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.50e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.30e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.44e+00,1.89e+01,1.30e+01,9.44e+00,1.89e+01,1.30e+01,9.44e+00,1.89e+01,1.20e+01,9.44e+00,1.89e+01,1.20e+01
0.00e+00,0.00e+00,4.00e+00,4.75e-02,2.85e-01,2.00e+00,9.51e-02,5.70e-01,2.00e+00,8.21e-01,4.92e+00,3.00e+00,3.14e-02,1.88e-01,3.00e+00,8.21e-01,4.92e+00,4.00e+00,1.64e+00,4.92e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,1.64e+00,4.92e+00,4.00e+00,1.58e+00,4.75e+00,6.00e+00,1.64e+00,9.85e+00,4.00e+00,1.64e+00,4.92e+00,4.00e+00,1.64e+00,4.92e+00,4.00e+00,1.64e+00,9.85e+00,4.00e+00,3.04e+00,1.83e+01,7.00e+00,6.26e+00,1.70e+01,8.00e+00,6.26e+00,1.70e+01,8.00e+00,8.52e+00,1.70e+01,1.00e+01,8.52e+00,1.70e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.40e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.50e+01,9.43e+00,1.89e+01,1.60e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.50e+01,9.44e+00,1.89e+01,1.40e+01,9.44e+00,1.89e+01,1.50e+01,9.44e+00,1.89e+01,1.50e+01
0.00e+00,0.00e+00,2.00e+00,9.51e-02,5.70e-01,2.00e+00,9.51e-02,2.85e-01,4.00e+00,8.92e-01,4.92e+00,6.00e+00,8.65e-01,4.92e+00,3.00e+00,1.64e+00,9.85e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,1.64e+00,4.92e+00,6.00e+00,2.46e+00,9.85e+00,6.00e+00,9.99e-02,5.99e-01,5.00e+00,1.64e+00,4.92e+00,7.00e+00,1.63e+00,4.90e+00,5.00e+00,2.46e+00,4.92e+00,4.00e+00,1.64e+00,4.92e+00,6.00e+00,8.21e-01,4.92e+00,6.00e+00,6.26e+00,1.70e+01,8.00e+00,6.26e+00,1.70e+01,8.00e+00,8.52e+00,1.70e+01,9.00e+00,8.52e+00,1.70e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.30e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.30e+01,9.43e+00,1.89e+01,1.40e+01,9.44e+00,1.89e+01,1.20e+01,9.44e+00,1.89e+01,1.30e+01,9.44e+00,1.89e+01,1.30e+01
0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,1.00e+00,9.51e-02,2.85e-01,2.00e+00,9.51e-02,5.70e-01,4.00e+00,1.34e-01,8.07e-01,7.00e+00,8.21e-01,4.92e+00,4.00e+00,1.64e+00,4.92e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,1.64e+00,9.85e+00,4.00e+00,8.52e-01,2.56e+00,5.00e+00,1.64e+00,4.92e+00,6.00e+00,1.64e+00,4.92e+00,6.00e+00,8.21e-01,4.92e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,1.64e+00,4.92e+00,4.00e+00,6.88e+00,1.70e+01,7.00e+00,6.39e+00,1.78e+01,9.00e+00,8.52e+00,1.70e+01,1.10e+01,8.52e+00,1.70e+01,1.20e+01,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.30e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.30e+01,9.44e+00,1.89e+01,1.30e+01,9.44e+00,1.89e+01,1.40e+01,9.44e+00,1.89e+01,1.40e+01
0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,1.43e-01,5.70e-01,2.00e+00,1.43e-01,2.85e-01,4.00e+00,0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,4.00e+00,8.21e-01,4.92e+00,5.00e+00,1.64e+00,4.92e+00,6.00e+00,8.21e-01,4.92e+00,4.00e+00,4.43e-02,2.66e-01,5.00e+00,7.92e-01,4.75e+00,8.00e+00,8.21e-01,4.92e+00,1.00e+01,1.64e+00,4.92e+00,4.00e+00,2.46e+00,4.92e+00,4.00e+00,2.46e+00,9.85e+00,5.00e+00,6.88e+00,1.70e+01,8.00e+00,6.26e+00,1.70e+01,7.00e+00,8.52e+00,1.70e+01,1.10e+01,8.52e+00,1.70e+01,1.00e+01,8.96e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.30e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.50e+01,8.11e+00,1.62e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.10e+01,9.44e+00,1.89e+01,1.20e+01,9.44e+00,1.89e+01,1.40e+01,9.44e+00,1.89e+01,1.40e+01
0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,3.14e-02,1.88e-01,3.00e+00,4.75e-02,2.85e-01,2.00e+00,0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,0.00e+00,0.00e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,8.21e-01,4.92e+00,5.00e+00,1.64e+00,9.85e+00,4.00e+00,1.64e+00,4.92e+00,4.00e+00,2.46e+00,9.85e+00,5.00e+00,1.64e+00,9.85e+00,7.00e+00,6.26e+00,1.70e+01,8.00e+00,6.26e+00,1.70e+01,1.00e+01,8.52e+00,1.70e+01,8.00e+00,8.52e+00,1.70e+01,1.10e+01,8.65e+00,1.78e+01,1.10e+01,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.50e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.10e+01,9.44e+00,1.89e+01,1.40e+01,9.44e+00,1.89e+01,1.40e+01
0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.33e-01,5.32e-01,3.00e+00,9.51e-02,2.85e-01,2.00e+00,1.64e+00,4.92e+00,6.00e+00,1.64e+00,4.92e+00,6.00e+00,0.00e+00,0.00e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,8.21e-01,4.92e+00,6.00e+00,2.46e+00,9.85e+00,6.00e+00,1.45e+00,4.92e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,8.21e-01,4.92e+00,4.00e+00,1.73e+00,3.55e+00,8.00e+00,6.26e+00,1.70e+01,7.00e+00,6.26e+00,1.70e+01,9.00e+00,8.52e+00,1.70e+01,9.00e+00,8.52e+00,1.70e+01,1.10e+01,8.52e+00,1.70e+01,1.20e+01,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.40e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.50e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.40e+01,9.43e+00,1.89e+01,1.50e+01,9.44e+00,1.89e+01,1.30e+01,9.44e+00,1.89e+01,1.30e+01
0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,1.00e+00,3.73e-02,1.12e-01,3.00e+00,1.43e-01,2.85e-01,2.00e+00,1.57e-01,9.45e-01,3.00e+00,1.64e+00,4.92e+00,5.00e+00,8.21e-01,4.92e+00,5.00e+00,1.64e+00,9.85e+00,6.00e+00,0.00e+00,0.00e+00,4.00e+00,1.64e+00,4.92e+00,5.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,4.00e+00,8.21e-01,4.92e+00,6.00e+00,8.21e-01,4.92e+00,8.00e+00,8.21e-01,4.92e+00,6.00e+00,6.88e+00,1.70e+01,8.00e+00,6.26e+00,1.70e+01,1.00e+01,8.52e+00,1.70e+01,1.00e+01,8.52e+00,1.70e+01,8.00e+00,8.52e+00,1.70e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.00e+01,9.43e+00,1.89e+01,1.10e+01,9.43e+00,1.89e+01,1.20e+01,9.43e+00,1.89e+01,1.40e+01,9.44e+00,1.89e+01,1.20e+01,9.44e+00,1.89e+01,1.20e+01
