0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.80e+00,3.63e+00,6.00e+00,1.80e+00,3.63e+00,6.00e+00,4.63e+00,1.23e+01,7.00e+00,4.63e+00,1.23e+01,7.00e+00,4.65e+00,1.23e+01,1.00e+01,5.97e+00,1.53e+01,9.00e+00,4.63e+00,1.23e+01,7.00e+00,9.66e+00,1.23e+01,8.00e+00,9.66e+00,1.23e+01,8.00e+00,1.23e+01,1.23e+01,1.10e+01,1.23e+01,1.23e+01,1.10e+01
0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,6.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,2.00e+00,1.80e+00,3.63e+00,8.00e+00,1.82e+00,3.63e+00,6.00e+00,4.63e+00,1.23e+01,8.00e+00,4.63e+00,1.23e+01,7.00e+00,4.78e+00,1.25e+01,1.00e+01,4.63e+00,1.23e+01,7.00e+00,9.66e+00,1.23e+01,9.00e+00,1.04e+01,1.25e+01,1.00e+01,1.04e+01,1.25e+01,1.00e+01,1.04e+01,1.25e+01,1.00e+01
0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,6.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,3.00e+00,6.08e-01,3.63e+00,6.00e+00,1.80e+00,3.63e+00,6.00e+00,4.63e+00,1.23e+01,9.00e+00,4.63e+00,1.23e+01,1.00e+01,4.77e+00,1.25e+01,1.10e+01,9.66e+00,1.23e+01,8.00e+00,8.22e+00,1.23e+01,1.00e+01,9.66e+00,1.23e+01,8.00e+00,1.04e+01,1.25e+01,1.00e+01,1.04e+01,1.25e+01,1.00e+01
0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,3.00e+00,5.93e-01,3.50e+00,6.00e+00,1.80e+00,3.63e+00,8.00e+00,4.03e+00,8.07e+00,8.00e+00,4.63e+00,1.23e+01,7.00e+00,4.71e+00,1.23e+01,1.10e+01,4.63e+00,1.23e+01,7.00e+00,7.60e+00,1.23e+01,1.00e+01,9.66e+00,1.23e+01,8.00e+00,1.04e+01,1.25e+01,1.20e+01,1.04e+01,1.25e+01,1.20e+01
0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e+00,5.92e-01,3.55e+00,7.00e+00,1.80e+00,3.63e+00,8.00e+00,3.29e+00,8.07e+00,1.00e+01,4.63e+00,1.23e+01,1.00e+01,4.65e+00,1.23e+01,1.00e+01,5.11e-01,2.79e+00,7.00e+00,7.45e+00,1.70e+01,1.10e+01,9.66e+00,1.23e+01,9.00e+00,1.04e+01,1.25e+01,1.00e+01,1.04e+01,1.25e+01,1.00e+01
0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,5.00e+00,1.80e+00,3.63e+00,8.00e+00,3.23e+00,8.43e+00,8.00e+00,4.63e+00,1.23e+01,1.20e+01,4.65e+00,1.23e+01,1.00e+01,5.97e+00,1.53e+01,9.00e+00,6.05e+00,1.58e+01,1.00e+01,4.72e+00,1.23e+01,8.00e+00,1.04e+01,1.25e+01,9.00e+00,1.04e+01,1.25e+01,9.00e+00
0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,5.00e+00,1.80e+00,3.63e+00,7.00e+00,3.05e+00,1.11e+01,1.00e+01,4.63e+00,1.23e+01,9.00e+00,4.65e+00,1.23e+01,1.20e+01,5.97e+00,1.53e+01,9.00e+00,6.05e+00,1.58e+01,1.20e+01,4.72e+00,1.23e+01,8.00e+00,1.01e+01,1.25e+01,1.20e+01,1.01e+01,1.25e+01,1.20e+01
0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,3.00e+00,1.80e+00,3.63e+00,9.00e+00,3.04e+00,7.51e+00,9.00e+00,4.63e+00,1.23e+01,1.00e+01,4.63e+00,1.23e+01,1.00e+01,4.63e+00,1.23e+01,8.00e+00,6.01e+00,1.25e+01,1.00e+01,9.66e+00,1.23e+01,1.00e+01,9.75e+00,1.23e+01,1.00e+01,9.75e+00,1.23e+01,1.00e+01
0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,7.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,2.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,7.00e+00,1.80e+00,3.63e+00,8.00e+00,3.04e+00,7.51e+00,9.00e+00,4.63e+00,1.23e+01,9.00e+00,4.63e+00,1.23e+01,1.20e+01,4.63e+00,1.23e+01,8.00e+00,5.97e+00,1.53e+01,1.00e+01,9.66e+00,1.23e+01,1.00e+01,9.66e+00,1.23e+01,9.00e+00,9.66e+00,1.23e+01,9.00e+00
0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,4.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,6.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e+00,0.00e+00,0.00e+00,5.00e+00,0.00e+00,0.00e+00,2.00e+00,1.80e+00,3.63e+00,1.00e+01,3.04e+00,7.51e+00,9.00e+00,4.63e+00,1.23e+01,8.00e+00,4.63e+00,1.23e+01,1.00e+01,4.63e+00,1.23e+01,8.00e+00,5.97e+00,1.53e+01,1.30e+01,4.63e+00,1.23e+01,8.00e+00,9.66e+00,1.23e+01,1.00e+01,9.66e+00,1.23e+01,1.00e+01
