gen		id		dom		parent_id		variation_type		fitness		parent_fitness		age		parent_age		num_voxels		parent_num_voxels		energy		parent_energy		material_different_from_parent		mean_material		mean_parent_material		mean_parent_diff_material
4		0		0		-1		survived		5.78458		-10000000.0		4		10000000.0		216		10000000.0		216		10000000.0		
4		59		0		35		survived		2.69211		1.39949		3		2		216		216		118		112		
4		29		0		3		survived		1.65426		0.0265777		4		1		93		216		93		216		
4		35		0		30		survived		1.39949		1.26187		3		1		216		216		112		116		
4		63		0		29		remove_link		1.07729		1.65426		4		4		84		93		84		93		
4		6		0		-1		survived		0.302792		-10000000.0		4		10000000.0		216		10000000.0		79		10000000.0		
4		37		0		6		survived		0.302084		0.302792		4		2		216		216		77		79		
4		48		0		6		survived		0.297416		0.302792		4		3		216		216		74		79		
4		69		0		53		add_node		0.290242		0.301699		4		4		216		216		64		77		
4		62		0		-1		survived		0.174831		-10000000.0		1		10000000.0		87		10000000.0		86		10000000.0		
4		73		0		62		mutate_function(sin-to-neg_sqrt_abs)		0.0629231		0.174831		1		1		83		87		82		86		
4		78		0		-1		newly_generated		0.0265777		-10000000.0		0		10000000.0		10000000.0		10000000.0		10000000.0		10000000.0		
4		49		0		45		survived		0.00152865		7.24823e-05		4		3		216		216		49		55		
4		66		0		49		add_node		0.000127402		0.00152865		4		4		216		216		48		49		
4		51		1		31		survived		5.24465		5.04458		4		3		216		216		216		216		
4		75		1		59		mutate_function(absolute-to-neg_square)		2.24627		2.69211		3		3		216		216		118		118		
4		68		1		24		add_link		1.57827		0.293218		4		4		134		132		119		118		
4		30		1		-1		survived		1.26187		-10000000.0		3		10000000.0		216		10000000.0		116		10000000.0		
4		53		1		37		survived		0.301699		0.302084		4		3		216		216		77		77		
4		67		1		45		remove_node		0.000271318		7.24823e-05		4		4		216		216		55		55		
4		74		2		0		remove_node		5.04458		5.78458		4		4		216		216		216		216		
4		70		2		35		add_node		1.71866		1.39949		3		3		216		216		119		112		
4		77		2		30		mutate_weight(-0.0985909694502)		1.25922		1.26187		3		3		216		216		116		116		
4		24		2		1		survived		0.293218		0.403395		4		1		132		189		118		171		
4		64		3		60		add_node		0.631767		0.537685		4		4		156		157		156		157		
4		72		3		37		mutate_weight(-0.207308213664)		0.301594		0.302084		4		4		216		216		81		77		
4		45		3		20		survived		7.24823e-05		0.0265777		4		2		216		216		55		216		
4		60		4		39		survived		0.537685		0.371875		4		3		157		147		157		147		
4		65		4		48		remove_link		0.281315		0.297416		4		4		216		216		78		74		
4		76		18		6		add_node		0.173392		0.302792		4		4		216		216		127		79		
4		71		25		51		remove_node		0.0265777		5.24465		4		4		216		216		216		216		
